id,question,context,answer,strategy
1311,What do with greenpeace and the natural resources defense council have in common?,"On December 27, 2006, the United States Department of the Interior in agreement with the three groups proposed that polar bears be added to the endangered species list, the first change of this type to be attributed to global warming. It will take up to a year to make the final determination.    The Natural Resources Defense Council contends that though it is ""a big step forward"" the proposal fails to identify global warming pollution as the cause of rising Arctic temperatures and vanishing sea ice. In addition, it says the proposal offered by Dr. Rosa Meehan, Supervisor of the U.S. Fish and Wildlife Service, does not designate any of the land discussed as the kind of habitat that is essential for the polar bear's survival as ""critical habitat"" that could help the bear recover.  Global Warming Threatens Polar Bears with Extinction!   Tell the Bush Administration to protect polar bears and their critical habitat","it is ""a big step forward"" the proposal fails to identify global warming pollution as the cause of rising Arctic temperatures and vanishing sea ice. In addition, it says the proposal offered by Dr. Rosa Meehan, Supervisor of the U.S. Fish and Wildlife Service, does not designate any of the land discussed as the kind of habitat that is essential for the polar bear's survival as ""critical habitat"" that could help the bear recover. Global Warming Threatens Polar Bears with Extinction! Tell the Bush Administration to protect polar bears and their critical habitat",384d_top1_persona
1312,Are studies insufficient evidence for global protection?,"The need for species protection has been disputed by two professionals: H. Sterling Burnett and Mitchell K. Taylor. Burnett, a Senior Fellow of the right-wing advocacy group National Center for Policy Analysis, has claimed that the total global population of polar bears increased from 5,000 to 25,000 between the 1970s and 2007.    Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.    These two people have attracted disproportionate media attention, even though their views are refuted by all polar bear scientists.  .   PBI Ask the Experts",local studies are insufficient evidence for global protection at this time,384d_top1_persona
1313,Are polar bears excellent swimmers?,"Polar bears are excellent swimmers and have been seen in open Arctic waters as far as   from land. In some cases they spend half their time on ice floes. Their 12 cm (5 in) layer of fat adds buoyancy in addition to insulating them from the cold. Recently, polar bears in the Arctic have undertaken longer than usual swims to find prey, resulting in four recorded drownings in the unusually large ice pack regression of 2005.  .",polar bears are excellent swimmers and have been seen in open Arctic waters as far as from land,384d_top1_persona
1314,"A semi-aquatic marine mammal , the polar bear has what?","A semi-aquatic marine mammal, the polar bear has adapted for life on a combination of land, sea, and ice,    ","adapted for life on a combination of land, sea, and ice",384d_top1_persona
1315,Garbage is what?,"Polar bears, being both curious and scavengers   will, where they come into contact with humans, investigate and consume garbage.  This has been documented at the dump in Churchill, Manitoba prior to its closure.  .  Polar bears may attempt to consume almost anything they can find, including hazardous substances such as styrofoam, plastic, car batteries, ethylene glycol, hydraulic fluid, and motor oil.  .   .  To protect the bears, the Churchill dump was closed in 2006. Garbage is now recycled or transported to Thompson, Manitoba.  Hudson Bay Post",scavengers,384d_top1_persona
1316,The bears sometimes what?,Polar bears at the Detroit Zoo.,zoo,384d_top1_persona
1317,Is the Polar Bear the mascot of Bowdoin college ?,Polar bear,The mascot of Bowdoin College is the polar bear.,384d_top1_persona
1318,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,"Polar bears gradually molt their hair from May to August; Kolenosky G. B. 1987. Polar bear. Pp. 475â485 in Wild furbearer management and conservation in North America (M. Novak, J. A. Baker, M. E. Obbard, and B. Malloch, eds.). Ontario Fur Trappers Association, North Bay, Ontario, Canada.  however, unlike other Arctic mammals, polar bears do not shed their coat for a darker shade to camouflage themselves in the","polar bears gradually molt their hair from May to August; Kolenosky G. B. 1987. Polar bear. Pp. 475â485 in Wild furbearer management and conservation in North America (M. Novak, J. A. Baker, M. E. Obbard, and B. Malloch, eds.). Ontario Fur Trappers Association, North Bay, Ontario, Canada.",384d_top1_persona
1319,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?","The need for species protection has been disputed by two professionals: H. Sterling Burnett and Mitchell K. Taylor. Burnett, a Senior Fellow of the right-wing advocacy group National Center for Policy Analysis, has claimed that the total global population of polar bears increased from 5,000 to 25,000 between the 1970s and 2007.    Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.    These two people have attracted disproportionate media attention, even though their views are refuted by all polar bear scientists.  .   PBI Ask the Experts",Mitchell Taylor wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.,384d_top1_persona
1320,Are Cubs born in December without awakening the mother ?,"   Cubs are usually born in a litter of 2â3, but infant mortality is high and mothers are not commonly seen with more than 1â2 cubs. The pregnant females find a cave, crevice among boulders, hollow tree, or thicket to give birth and make a den. Cubs open their eyes after a period of 10 days. The fur of the young tends to be longer and thicker than that of adults. Their pelage is also more gray in color with less defined spots. Around three months the infants begin to follow the mother out on hunts. At one year of age leopard young can probably fend for themselves but they remain with the mother for 18â24 months.","Cubs are usually born in a litter of 2â3, but infant mortality is high and mothers are not commonly seen with more than 1â2 cubs. The pregnant females find a cave, crevice among boulders, hollow tree, or thicket to give birth and make a den. Cubs open their eyes after a period of 10 days.",384d_top1_persona
1321,Does Qatar rank as the eighth richest country in the world per capita?,"Qatar's national income primarily derives from oil and natural gas exports. The country has oil estimated at 15 billion barrels (2.4 kmÂ³), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent). Qataris' wealth and standard of living compare well with those of Western European states; Qatar has one of the highest GDP per capita in the Arab World.  With no income tax, Qatar is also one of the two least-taxed sovereign states in the world (the other is Bahrain).",no,384d_top1_persona
1323,Do nearly all Qataris profess Islam?,"In 2004, the country had a total population of approximately 1,000,000 (in 2007), of whom approximately 200,000 were believed to be citizens.  Qatar  Of the citizen population, Shi'a Muslims account for approximately 3 percent and Sunni Muslims comprise the remaining 97 percent. The majority of the estimated 800,000 non-citizens are individuals from South and South East Asian and Arab countries working on temporary employment contracts in most cases without their accompanying family members. They are of the following faiths: Sunni Muslims, Christians, Hindus, Sikhs, Buddhists, and BahÃ¡'Ã­s. Most foreign workers and their families live near the major employment centers of Doha, Al Khor, Messaeed, and Dukhan.","The majority of the estimated 800,000 non-citizens are individuals from South and South East Asian and Arab countries working on temporary employment contracts in most cases without their accompanying family members. They are of the following faiths: Sunni Muslims, Christians, Hindus, Sikhs, Buddhists, and Bah'­s",384d_top1_persona
1325,Can women legally drive in Qatar?,"When contrasted with other Arab states such as Saudi Arabia, for instance, Qatar has comparatively liberal laws, but is still not as liberal as some of its neighbours like UAE or Bahrain. Women can legally drive in Qatar, whereas they may not in Saudi Arabia.","Women can legally drive in Qatar, whereas they may not in Saudi Arabia",384d_top1_persona
1327,When did Qatar become an independent state?,"After domination by the Ottoman and British empires for centuries, Qatar became an independent state on September 3, 1971.","September 3, 1971",384d_top1_persona
1329,Where is Qatar's telecommunication system centered?,"Qatar has a modern Telecommunication system centered in Doha. Tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat. People can call to Qatar using their submarine cable, satellite or using VoIP (Voice over Internet Protocol); however, Qtel has interfered with VoIP systems in the past, and Skype's website has been blocked before. Following complaints from individuals, the website has been unblocked; and Paltalk has been permanently blocked.",Doha,384d_top1_persona
1331,Where did a suicide-bombing kill a teacher in 2005?,"In 2005, a suicide-bombing killed a British teacher at the Doha Players Theatre, shocking a country that had not previously experienced acts of terrorism. It is not clear if the bombing was committed by an organized terrorist group, and although the investigation is ongoing there are indications that the attack was the work of an individual, not a group.",Doha Players Theatre,384d_top1_persona
1333,Does the native pronunciation of Qatar sound like 'cutter'?,Qatar ( ;   The pronunciation of Qatar in English varies; see List of words of disputed pronunciation for details.,; The pronunciation of Qatar in English varies; see List of words of disputed pronunciation for details.,384d_top1_persona
1335,What is the Arabic word for municipalities?,"Qatar is divided into ten municipalities (Arabic: baladiyah), also occasionally translated as governorates or provinces:",baladiyah,384d_top1_persona
1337,What universities are in Education City?,University of Bucharest,University of Bucharest,384d_top1_persona
1339,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?,Map of Qatar,Map of Qatar,384d_top1_persona
1340,Qatar became an independent sovereign state in what year?,"After domination by the Ottoman and British empires for centuries, Qatar became an independent state on September 3, 1971.",1971,384d_top1_persona
1341,"What consists of a low, barren plain, covered with sand?","The landscape is covered mostly (seventy-five percent of land area) by coniferous taiga forests and fens, with little arable land. The most common type of rock is granite. It is a ubiquitous part of the scenery, visible wherever there is no soil cover. Moraine or till is the most common type of soil, covered by a thin layer of humus of biological origin. The greater part of the islands are found in southwest in the Archipelago Sea, part of the archipelago of the Ãland Islands, and along the southern coast in the Gulf of Finland.","The landscape is covered mostly (seventy-five percent of land area) by coniferous taiga forests and fens, with little arable land",384d_top1_persona
1342,How do qatar and the wider region relate?,Map of Qatar,Map of Qatar,384d_top1_persona
1343,Was Qatar University founded in 1973?,"In recent years Qatar has placed great emphasis on education. Along with the countryâs free healthcare, citizens enjoy free education from kindergarten through to university. Qatar University was founded in 1973.  More recently, with the support of the Qatar Foundation,  some major American universities have opened branch campuses in Education City, Qatar. These include Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.  In addition, Northwestern University will offer undergraduate programs in communication and journalism starting in fall 2008. In 2004, Qatar established the Qatar Science & Technology Park at Education City to link those universities with industry. Education City is also home to a fully accredited International Baccalaureate school, Qatar Academy. Two Canadian institutions, College of the North Atlantic and the University of Calgary  also operate campuses in Doha.",Yes,384d_top1_persona
1344,Is Qatar bordered by Saudi Arabia to the south?,Map of Qatar,Qatar is bordered by Saudi Arabia to the south.,384d_top1_persona
1345,What bordered by Saudi?,"The Qatari peninsula juts 100 miles  (160 km) into the Persian Gulf from Saudi Arabia and is slightly smaller than Connecticut. Much of the country consists of a low, barren plain, covered with sand. To the southeast lies the spectacular Khor al Adaid (""Inland Sea""), an area of rolling sand dunes surrounding an inlet of the Gulf. There are mild winters and very hot, humid summers.",The Qatari peninsula,384d_top1_persona
1346,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?,Qatar served as the headquarters and one of the main launching sites of the US invasion of Iraq  in 2003.,Qatar,384d_top1_persona
1347,Has Qatar a modern Telecommunication system centered in Doha ?,"Qatar has a modern Telecommunication system centered in Doha. Tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat. People can call to Qatar using their submarine cable, satellite or using VoIP (Voice over Internet Protocol); however, Qtel has interfered with VoIP systems in the past, and Skype's website has been blocked before. Following complaints from individuals, the website has been unblocked; and Paltalk has been permanently blocked.",Qatar has a modern Telecommunication system centered in Doha,384d_top1_persona
1348,Was Qatar University founded in 1973 ?,"In recent years Qatar has placed great emphasis on education. Along with the countryâs free healthcare, citizens enjoy free education from kindergarten through to university. Qatar University was founded in 1973.  More recently, with the support of the Qatar Foundation,  some major American universities have opened branch campuses in Education City, Qatar. These include Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.  In addition, Northwestern University will offer undergraduate programs in communication and journalism starting in fall 2008. In 2004, Qatar established the Qatar Science & Technology Park at Education City to link those universities with industry. Education City is also home to a fully accredited International Baccalaureate school, Qatar Academy. Two Canadian institutions, College of the North Atlantic and the University of Calgary  also operate campuses in Doha.","Qatar University was founded in 1973. More recently, with the support of the Qatar Foundation, some major American universities have opened branch campuses in Education City, Qatar. These include Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College. In addition, Northwestern University will offer undergraduate programs in communication and journalism starting in fall 2008. In 2004, Qatar established the Qatar Science & Technology Park at Education City to link those universities with industry. Education City is also home to a fully accredited International Baccalaureate school, Qatar Academy. Two Canadian institutions, College of the North Atlantic and the University of Calgary also operate campuses in Doha.",384d_top1_persona
1349,"Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?","Although Qatar had the legal status of a dependency, resentment festered against the Bahraini Al Khalifas along the eastern seaboard of the Qatari peninsula. In 1867, the Al Khalifas launched a successful effort to quash the Qatari rebels sending a massive naval force to Wakrah. However, the Bahraini aggression was in violation on the 1820 Anglo-Bahraini Treaty. The diplomatic response of the British  to this violation set into motion the political forces that would eventuate in the founding of the state of Qatar. In addition to censuring Bahrain for its breach of agreement, the British Protectorate (per Colonel Lewis Pelly) asked to negotiate with a representative from Qatar. The request carried with it a tacit recognition of Qatarâs status as distinct from Bahrain. The Qataris chose as their negotiator the respected entrepreneur and long-time resident of Doha, Muhammed bin Thani. His clan, the Al Thanis, had taken relatively little part in Gulf politics, but the diplomatic foray ensured their participation in the movement towards independence and their dominion as the future ruling family, a dynasty that continues to this day. The results of the negotiations left Qatar with a new-found sense of political selfhood, although it did not gain official standing as a British protectorate until 1916.","Qatari rebels sent a massive naval force to Wakrah. However, the Bahraini aggression was in violation on the 1820 Anglo-Bahraini Treaty. The diplomatic response of the British to this violation set into motion the political forces that would eventuate in the founding of the state of Qatar. The Qataris chose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani. His clan, the Al Thanis, had taken relatively little part in Gulf politics, but the diplomatic foray ensured their participation in the movement towards independence and their dominion as the future ruling family, a dynasty that continues to this day. The results of the negotiations left Qatar with a new-found sense of political selfhood, although it did not gain official standing as a British protectorate until 1916.",384d_top1_persona
1350,Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?,"Qatar's national income primarily derives from oil and natural gas exports. The country has oil estimated at 15 billion barrels (2.4 kmÂ³), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent). Qataris' wealth and standard of living compare well with those of Western European states; Qatar has one of the highest GDP per capita in the Arab World.  With no income tax, Qatar is also one of the two least-taxed sovereign states in the world (the other is Bahrain).","The country has oil estimated at 15 billion barrels (2.4 km3), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent).",384d_top1_persona
1351,"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?",Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.,"Yes , Qatar is aiming to become a role model for economic and social transformation in the region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets .",384d_top1_persona
1352,What happened in these positions in english?,;Language,;Language,384d_top1_persona
1353,Can these allophones not occur in these positions in english?,"*12 premolars, 3 in each side of each jaw.",no,384d_top1_persona
1354,"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?","In terms of English phonemics, the vowels sound halfway between short u   and broad a  . The q and the t have no direct counterparts, but are closest to the unaspirated allophones of English k and t. However, since these allophones cannot occur in these positions in English, in this context they will sound more like English g and d. So the closest pronunciation, according to English phonemics, to the original Arabic might be   or  . ), officially the State of Qatar (Arabic:  Ø¯ÙÙØ© ÙØ·Ø±   transliterated as Dawlat Qatar), is an Arab emirate in Southwest Asia, occupying the small Qatar Peninsula on the northeasterly coast of the larger Arabian Peninsula. It is bordered by Saudi Arabia to the south; otherwise the Persian Gulf surrounds the state.",yes,384d_top1_persona
1355,Does Romania border Hungary?,"Romania ( ,  ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory.","It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south",384d_top1_persona
1357,Is Romania a secular state?,"Romania is a secular state, thus having no national religion. The dominant religious body is the Romanian Orthodox Church; its members make up 86.7% of the population according to the 2002 census. Other important religions include Roman Catholicism (4.7%), Protestantism (3.7%), Pentecostal denominations (1.5%) and the Romanian Greek-Catholic Church (0.9%).  Romania also has a historically significant Muslim minority concentrated in Dobrogea, mostly of Turkish ethnicity and numbering 67,500 people.     Romanian Census Website with population by religion  Based on the 2002 census data, there are also 6,179 Jews, 23,105 people who are of no religion and/or atheist, and 11,734 who refused to answer. On December 27, 2006, a new Law on Religion was approved under which religious denominations can only receive official registration if they have at least 20,000 members, or about 0.1 percent of Romania's total population.  Romania President Approves Europe's ""Worst Religion Law""","Romania is a secular state, thus having no national religion",384d_top1_persona
1359,Is the president elected by popular vote?,"He ran in the election of 1856 as the party's candidate, attempting to win a non-consecutive second term as President (a feat accomplished only once in American politics, by Grover Cleveland).  His running mate was Andrew Jackson Donelson, nephew of former president Andrew Jackson. Fillmore and Donelson finished third, carrying only the state of Maryland and its eight electoral votes; but he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.","he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.",384d_top1_persona
1361,How many counties is Romania divided into?,"Romania is divided into forty-one counties (judeÅ£e), as well as the municipality of Bucharest (BucureÅti) - which is its own administrative unit. Each county is administered by a county council (consiliu judeÅ£ean), responsible for local affairs, as well as a prefect, who is appointed by the central government but cannot be a member of any political party.",forty-one,384d_top1_persona
1363,What is the highest mountain in Romania?,"Romania's terrain is distributed roughly equally between mountainous, hilly and lowland territories. The Carpathian Mountains dominate the center of Romania, with fourteen of its mountain ranges reaching above the altitude of 2,000 meters. The highest mountain in Romania is Moldoveanu Peak (2544 m). In south-central Romania, the Carpathians sweeten into hills, towards the BÄrÄgan Plains. Romania's geographical diversity has led to an accompanying diversity of flora and fauna. ",Moldoveanu Peak,384d_top1_persona
1365,What is the official language of Romania?,"The official language of Romania is Romanian, an Eastern Romance language related to Italian, French, Spanish, Portuguese and Catalan. Romanian is spoken as a first language by 91% of the population, with Hungarian and Romani being the most important minority languages, spoken by 6.7% and 1.1% of the population, respectively.  Until the 1990s, there was also a substantial number of German-speaking Transylvanian Saxons, even though many have since emigrated to Germany, leaving only 45,000 native German speakers in Romania. In localities where a given ethnic minority makes up more than 20% of the population, that minority's language can be used in the public administration and justice system, while native-language education and signage is also provided. English and French are the main foreign languages taught in schools. English is spoken by 5 million Romanians, French is spoken by 4-5 million, and German, Italian and Spanish are each spoken by 1-2 million people.   Outsourcing IT Ã®n RomÃ¢nia, Owners Association of the Software and Service Industry, retrieved November 13 2005  Historically, French was the predominant foreign language spoken in Romania, even though English has since superseded it. Consequently, Romanian English-speakers tend to be younger than Romanian French-speakers. Romania is, however, a full member of La Francophonie, and hosted the Francophonie Summit in 2006.   Chronology of the International Organization La Francophonie  German has been taught predominantly in Transylvania, due to traditions tracing back to the Austro-Hungarian rule in this province.",Romanian,384d_top1_persona
1367,Is the Romanian economy doing well?,"After a series of privatisations and reforms in the late 1990s and early 2000s, government intervention in the Romanian economy is somewhat lower than in other European economies.  Index of Economic Freedom: Romania  In 2005, the government replaced Romania's progressive tax system with a flat tax of 16% for both personal income and corporate profit, resulting in the country having the lowest fiscal burden in the European Union,  Taxation trends in the EU, Eurostat, 26 June 2007  a factor which has contributed to the growth of the private sector. The economy is predominantly based on services, which account for 55% of GDP, even though industry and agriculture also have significant contributions, making up 35% and 10% of GDP, respectively. Additionally, 32% of the Romanian population is employed in agriculture and primary production, one of the highest rates in Europe.  Since 2000, Romania has attracted increasing amounts of foreign investment, becoming the single largest investment destination in Southeastern and Central Europe. Foreign direct investment was valued at â¬8.3 billion in 2006.  Romania: FDI reached over EUR 8.3 bn  According to a 2006 World Bank report, Romania currently ranks 49th out of 175 economies in the ease of doing business, scoring higher than other countries in the region such as Hungary, Poland and the Czech Republic.  Economy Ranking, Doing Business 2007 Report, World Bank  Additionally, the same study judged it to be the world's second-fastest economic reformer in 2006.  Doing Business 2007 Report, World Bank  The average gross wage per month in Romania is 1411 lei as of September 2007,    Average wage in September 2007, National Institute of Statistics, Romania  equating to â¬403.3 (US$597.3) based on international exchange rates, and $1001.1 based on purchasing power parity.  Implied PPP conversion rate for Romania, IMF, 2006  The percentage of computers connected to the internet in the country reaches almost 70% and more than 50% have","The average gross wage per month in Romania is 1411 lei as of September 2007, Average wage in September 2007, National Institute of Statistics, Romania equating to â403.3 (US$597.3) based on international exchange rates, and $1001.1 based on purchasing power parity. Implied PPP conversion rate for Romania, IMF, 2006 The percentage of computers connected to the internet in the country reaches almost 70% and more than 50% have",384d_top1_persona
1368,Are there many Roma in Romania?,"According to the 2002 census, Romania has a population of 21,698,181 and, similarly to other countries in the region, is expected to gently decline in the coming years as a result of sub-replacement fertility rates. Romanians make up 89.5% of the population. The largest ethnic minorities are Hungarians, who make up 6.6% of the population and Roma, or Gypsies, who make up 2% of the population. By the official census 535,250 Roma live in Romania. 2002 census data, based on  Population by ethnicity, gives a total of 535,250 Roma in Romania. This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination. Many are not recorded at all, since they   do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe,  World Bank,  International Association for Official Statistics).   usatoday: European effort spotlights plight of the Roma  Hungarians, who are a sizeable minority in Transylvania, constitute a majority in the counties of Harghita and Covasna. Ukrainians, Germans, Lipovans, Turks, Tatars, Serbs, Slovaks, Bulgarians, Croats, Greeks, Russians, Jews, Czechs, Poles, Italians, Armenians, as well as other ethnic groups, account for the remaining 1.4% of the population.  Official site of the results of the 2002 Census ","This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination. Many are not recorded at all, since they do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe, World Bank, International Association for Official Statistics). usatoday: European effort spotlights plight of the Roma Hungarians, who are a sizeable minority in Transylvania, constitute a majority in the counties of Harghita and Covasna. Ukrainians, Germans, Lipovans, Turks, Tatars, Serbs, Slovaks, Bulgarians, Croats, Greeks, Russians,",384d_top1_persona
1370,How many territories joined to form Romania?,"Romania is a semi-presidential unitary state. As a nation-state, the country was formed by the merging of Moldavia and Wallachia in 1859 and it gained recognition of its independence in 1878. Later, in 1918, they were joined by Transylvania, Bukovina and Bessarabia. At the end of World War II, parts of its territories (roughly the present day Moldova) were occupied by USSR and Romania became a member of Warsaw Pact. With the fall of the Iron Curtain in 1989, Romania started a series of political and economic reforms that peaked with Romania joining the European Union.",3,384d_top1_persona
1372,Does Romania share a border with Ukraine?,"Romania ( ,  ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory.","It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south",384d_top1_persona
1374,Did Romania declare neutrality during World War I?,"In August 1914, when World War I broke out, Romania declared neutrality. Two years later, under the pressure of Allies (especially France desperate to open a new front), on August 14/27 1916 it joined the Allies, for which they were promised support for the accomplishment of national unity, Romania declared war on Austria-Hungary.",Yes,384d_top1_persona
1376,Does Romania share the same language with Moldova?,"Relations with Moldova are rather special, considering that the two countries practically share the same language, and a fairly common historical background. Signs in the early 1990s that Romania and Moldova might unite after both countries achieved emancipation from communist rule, quickly faded away when a pro-Russian government was formed in Moldova. Romania remains interested in Moldovan affairs, but the two countries have been unable even to reach agreement on a basic bilateral treaty; Romania is insistent (against determined Moldovan resistance) that such a treaty would have to refer to Romania and Moldova's 'special relationship'. For more information see Movement for unification of Romania and Moldova.","Romania remains interested in Moldovan affairs, but the two countries have been unable even to reach agreement on a basic bilateral treaty; Romania is insistent (against determined Moldovan resistance) that such a treaty would have to refer to Romania and Moldova's 'special relationship'",384d_top1_persona
1378,"Who was the first gymnast to score a perfect ""ten""?","In the 1976 Summer Olympics, the gymnast Nadia ComÄneci (coach: Bela Karolyi) became  the first gymnast ever to score a perfect ""ten"". She also won three gold medals, one silver and one bronze, all at the age of fifteen.  ""Gymnast Posts Perfect Mark"" Robin Herman, New York Times, March 28, 1976  Her success continued in the 1980 Summer Olympics, where she was awarded two gold medals and two silver medals.",Nadia Comneci,384d_top1_persona
1380,What is the largest city in Romania?,"Romania has been a member of the European Union since January 1 2007, and has the ninth largest territory in the EU and with 22 million people      it has the 7th largest population among the EU member states. Its capital and largest city is Bucharest (   ), the sixth largest city in the EU with almost 2.5 million people. In 2007, Sibiu, a large city in Transylvania, was chosen as European Capital of Culture.    Romania joined NATO on March 29, 2004, and is also a member of the Latin Union, of the Francophonie and of OSCE.",Bucharest,384d_top1_persona
1382,What is the largest ethnic minority in Romania?,"According to the 2002 census, Romania has a population of 21,698,181 and, similarly to other countries in the region, is expected to gently decline in the coming years as a result of sub-replacement fertility rates. Romanians make up 89.5% of the population. The largest ethnic minorities are Hungarians, who make up 6.6% of the population and Roma, or Gypsies, who make up 2% of the population. By the official census 535,250 Roma live in Romania. 2002 census data, based on  Population by ethnicity, gives a total of 535,250 Roma in Romania. This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination. Many are not recorded at all, since they   do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe,  World Bank,  International Association for Official Statistics).   usatoday: European effort spotlights plight of the Roma  Hungarians, who are a sizeable minority in Transylvania, constitute a majority in the counties of Harghita and Covasna. Ukrainians, Germans, Lipovans, Turks, Tatars, Serbs, Slovaks, Bulgarians, Croats, Greeks, Russians, Jews, Czechs, Poles, Italians, Armenians, as well as other ethnic groups, account for the remaining 1.4% of the population.  Official site of the results of the 2002 Census ",Hungarians,384d_top1_persona
1384,How many countries in Europe are bigger than Romania?  ,"Romania has been a member of the European Union since January 1 2007, and has the ninth largest territory in the EU and with 22 million people      it has the 7th largest population among the EU member states. Its capital and largest city is Bucharest (   ), the sixth largest city in the EU with almost 2.5 million people. In 2007, Sibiu, a large city in Transylvania, was chosen as European Capital of Culture.    Romania joined NATO on March 29, 2004, and is also a member of the Latin Union, of the Francophonie and of OSCE.",6,384d_top1_persona
1386,Why doesn't Romania have a state religion?  ,"Romania is a secular state, thus having no national religion. The dominant religious body is the Romanian Orthodox Church; its members make up 86.7% of the population according to the 2002 census. Other important religions include Roman Catholicism (4.7%), Protestantism (3.7%), Pentecostal denominations (1.5%) and the Romanian Greek-Catholic Church (0.9%).  Romania also has a historically significant Muslim minority concentrated in Dobrogea, mostly of Turkish ethnicity and numbering 67,500 people.     Romanian Census Website with population by religion  Based on the 2002 census data, there are also 6,179 Jews, 23,105 people who are of no religion and/or atheist, and 11,734 who refused to answer. On December 27, 2006, a new Law on Religion was approved under which religious denominations can only receive official registration if they have at least 20,000 members, or about 0.1 percent of Romania's total population.  Romania President Approves Europe's ""Worst Religion Law""","The dominant religious body is the Romanian Orthodox Church; its members make up 86.7% of the population according to the 2002 census. Other important religions include Roman Catholicism (4.7%), Protestantism (3.7%), Pentecostal denominations (1.5%) and the Romanian Greek-Catholic Church (0.9%). Romania also has a historically significant Muslim minority concentrated in Dobrogea, mostly of Turkish ethnicity and numbering 67,500 people.",384d_top1_persona
