id,question,context,answer,ground_truth,context_relevance,answer_relevance,answer_faithfulness,context_precision,context_recall,context_f1
1312,Are studies insufficient evidence for global protection?,"The need for species protection has been disputed by two professionals: H. Sterling Burnett and Mitchell K. Taylor. Burnett, a Senior Fellow of the right-wing advocacy group National Center for Policy Analysis, has claimed that the total global population of polar bears increased from 5,000 to 25,000 between the 1970s and 2007.    Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.    These two people have attracted disproportionate media attention, even though their views are refuted by all polar bear scientists.  .   PBI Ask the Experts",local studies are insufficient evidence for global protection at this time,local studies are insufficient evidence for global protection at this time,0.4726743698120117,0.9012293815612793,0.4323015511035919,0.1111111111111111,0.0,0.0
1313,Are polar bears excellent swimmers?,"Polar bears are excellent swimmers and have been seen in open Arctic waters as far as   from land. In some cases they spend half their time on ice floes. Their 12 cm (5 in) layer of fat adds buoyancy in addition to insulating them from the cold. Recently, polar bears in the Arctic have undertaken longer than usual swims to find prey, resulting in four recorded drownings in the unusually large ice pack regression of 2005.  .",excellent swimmers,excellent swimmers,0.7647613883018494,0.620275616645813,0.34682828187942505,0.0,0.0,0.0
1314,"A semi-aquatic marine mammal , the polar bear has what?","A semi-aquatic marine mammal, the polar bear has adapted for life on a combination of land, sea, and ice,    ","The polar bear has adapted for life on a combination of land, sea, and ice","The polar bear has adapted for life on a combination of land, sea, and ice",0.8625186085700989,0.6849496364593506,0.9100196361541748,1.0,1.0,1.0
1315,Garbage is what?,"Polar bears, being both curious and scavengers   will, where they come into contact with humans, investigate and consume garbage.  This has been documented at the dump in Churchill, Manitoba prior to its closure.  .  Polar bears may attempt to consume almost anything they can find, including hazardous substances such as styrofoam, plastic, car batteries, ethylene glycol, hydraulic fluid, and motor oil.  .   .  To protect the bears, the Churchill dump was closed in 2006. Garbage is now recycled or transported to Thompson, Manitoba.  Hudson Bay Post","styrofoam, plastic, car batteries, ethylene glycol, hydraulic fluid, and motor oil","styrofoam, plastic, car batteries, ethylene glycol, hydraulic fluid, and motor oil",0.3774099349975586,0.15603338181972504,0.19639816880226135,0.0,0.0,0.0
1316,The bears sometimes what?,Polar bears at the Detroit Zoo.,eat ice cubes,eat ice cubes,0.5726138353347778,0.1738164722919464,0.20201613008975983,0.0,0.0,0.0
1317,Is the Polar Bear the mascot of Bowdoin college ?,Polar bear,The Polar Bear is the mascot of Bowdoin College.,The Polar Bear is the mascot of Bowdoin College.,0.6321627497673035,0.9351117610931396,0.6063369512557983,0.0,1.0,0.0
1318,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,"Polar bears gradually molt their hair from May to August; Kolenosky G. B. 1987. Polar bear. Pp. 475â485 in Wild furbearer management and conservation in North America (M. Novak, J. A. Baker, M. E. Obbard, and B. Malloch, eds.). Ontario Fur Trappers Association, North Bay, Ontario, Canada.  however, unlike other Arctic mammals, polar bears do not shed their coat for a darker shade to camouflage themselves in the",endangered,endangered,0.6145321130752563,0.34658023715019226,0.250491738319397,0.0,0.0,0.0
1319,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?","The need for species protection has been disputed by two professionals: H. Sterling Burnett and Mitchell K. Taylor. Burnett, a Senior Fellow of the right-wing advocacy group National Center for Policy Analysis, has claimed that the total global population of polar bears increased from 5,000 to 25,000 between the 1970s and 2007.    Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.    These two people have attracted disproportionate media attention, even though their views are refuted by all polar bear scientists.  .   PBI Ask the Experts",yes,yes,0.6668043732643127,0.0730966180562973,0.02123912051320076,0.0,0.0,0.0
1320,Are Cubs born in December without awakening the mother ?,"   Cubs are usually born in a litter of 2â3, but infant mortality is high and mothers are not commonly seen with more than 1â2 cubs. The pregnant females find a cave, crevice among boulders, hollow tree, or thicket to give birth and make a den. Cubs open their eyes after a period of 10 days. The fur of the young tends to be longer and thicker than that of adults. Their pelage is also more gray in color with less defined spots. Around three months the infants begin to follow the mother out on hunts. At one year of age leopard young can probably fend for themselves but they remain with the mother for 18â24 months.","Cubs are usually born in a litter of 2â3, but infant mortality is high and mothers are not commonly seen with more than 1â2 cubs. The pregnant females find a cave, crevice among boulders, hollow tree, or thicket to give birth and make a den. Cubs open their eyes after a period of 10 days. The fur of the young tends to be longer and thicker than that of adults. Their pelage is also more gray in color with less defined spots. Around three months the infants begin to follow the mother out on hunts. At one year of age leopard young can probably fend for themselves but they remain with the mother for 18â24 months.","Cubs are usually born in a litter of 2â3, but infant mortality is high and mothers are not commonly seen with more than 1â2 cubs. The pregnant females find a cave, crevice among boulders, hollow tree, or thicket to give birth and make a den. Cubs open their eyes after a period of 10 days. The fur of the young tends to be longer and thicker than that of adults. Their pelage is also more gray in color with less defined spots. Around three months the infants begin to follow the mother out on hunts. At one year of age leopard young can probably fend for themselves but they remain with the mother for 18â24 months.",0.5911478400230408,0.5911478400230408,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143
1321,Does Qatar rank as the eighth richest country in the world per capita?,"Qatar's national income primarily derives from oil and natural gas exports. The country has oil estimated at 15 billion barrels (2.4 kmÂ³), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent). Qataris' wealth and standard of living compare well with those of Western European states; Qatar has one of the highest GDP per capita in the Arab World.  With no income tax, Qatar is also one of the two least-taxed sovereign states in the world (the other is Bahrain).",no,no,0.6659598350524902,0.09681199491024017,-0.054466407746076584,0.0,0.0,0.0
1323,Do nearly all Qataris profess Islam?,"In 2004, the country had a total population of approximately 1,000,000 (in 2007), of whom approximately 200,000 were believed to be citizens.  Qatar  Of the citizen population, Shi'a Muslims account for approximately 3 percent and Sunni Muslims comprise the remaining 97 percent. The majority of the estimated 800,000 non-citizens are individuals from South and South East Asian and Arab countries working on temporary employment contracts in most cases without their accompanying family members. They are of the following faiths: Sunni Muslims, Christians, Hindus, Sikhs, Buddhists, and BahÃ¡'Ã­s. Most foreign workers and their families live near the major employment centers of Doha, Al Khor, Messaeed, and Dukhan.",Shi'a Muslims account for approximately 3 percent and Sunni Muslims comprise the remaining 97 percent,Shi'a Muslims account for approximately 3 percent and Sunni Muslims comprise the remaining 97 percent,0.6996234655380249,0.4806140065193176,0.607323408126831,0.4,1.0,0.5714285714285715
1325,Can women legally drive in Qatar?,"When contrasted with other Arab states such as Saudi Arabia, for instance, Qatar has comparatively liberal laws, but is still not as liberal as some of its neighbours like UAE or Bahrain. Women can legally drive in Qatar, whereas they may not in Saudi Arabia.",women,women,0.7540731430053711,0.33598989248275757,0.2437354177236557,0.0,0.0,0.0
1327,When did Qatar become an independent state?,"After domination by the Ottoman and British empires for centuries, Qatar became an independent state on September 3, 1971.","September 3, 1971","September 3, 1971",0.7996526956558228,0.22908282279968262,0.46560758352279663,0.0,0.0,0.0
1329,Where is Qatar's telecommunication system centered?,"Qatar has a modern Telecommunication system centered in Doha. Tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat. People can call to Qatar using their submarine cable, satellite or using VoIP (Voice over Internet Protocol); however, Qtel has interfered with VoIP systems in the past, and Skype's website has been blocked before. Following complaints from individuals, the website has been unblocked; and Paltalk has been permanently blocked.",Doha,Doha,0.6909582614898682,0.5997074246406555,0.5614207983016968,0.5,0.0,0.0
1331,Where did a suicide-bombing kill a teacher in 2005?,"In 2005, a suicide-bombing killed a British teacher at the Doha Players Theatre, shocking a country that had not previously experienced acts of terrorism. It is not clear if the bombing was committed by an organized terrorist group, and although the investigation is ongoing there are indications that the attack was the work of an individual, not a group.",Doha Players Theatre,Doha Players Theatre,0.7252084612846375,0.10776601731777191,0.472572386264801,0.5,0.0,0.0
1333,Does the native pronunciation of Qatar sound like 'cutter'?,Qatar ( ;   The pronunciation of Qatar in English varies; see List of words of disputed pronunciation for details.,English,English,0.7407084703445435,0.22037191689014435,0.24413487315177917,0.0,0.0,0.0
1335,What is the Arabic word for municipalities?,"Qatar is divided into ten municipalities (Arabic: baladiyah), also occasionally translated as governorates or provinces:",baladiyah,baladiyah,0.6158282160758972,0.2724645733833313,0.37709105014801025,0.0,0.0,0.0
1337,What universities are in Education City?,University of Bucharest,University of Bucharest,University of Bucharest,0.5960085988044739,0.5960085988044739,1.000000238418579,1.0,1.0,1.0
1339,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?,Map of Qatar,oath of allegiance,oath of allegiance,0.6497185230255127,0.13467395305633545,0.0273330919444561,0.0,0.0,0.0
1340,Qatar became an independent sovereign state in what year?,"After domination by the Ottoman and British empires for centuries, Qatar became an independent state on September 3, 1971.",1971,1971,0.80218106508255,0.14690367877483368,0.3790402114391327,0.0,0.0,0.0
1341,"What consists of a low, barren plain, covered with sand?","The landscape is covered mostly (seventy-five percent of land area) by coniferous taiga forests and fens, with little arable land. The most common type of rock is granite. It is a ubiquitous part of the scenery, visible wherever there is no soil cover. Moraine or till is the most common type of soil, covered by a thin layer of humus of biological origin. The greater part of the islands are found in southwest in the Archipelago Sea, part of the archipelago of the Ãland Islands, and along the southern coast in the Gulf of Finland.",Archipelago Sea,Archipelago Sea,0.5780921578407288,0.26020658016204834,0.4402490258216858,0.2,0.0,0.0
1342,How do qatar and the wider region relate?,Map of Qatar,Qatar is a country located in the Arabian Peninsula,Qatar is a country located in the Arabian Peninsula,0.6943103075027466,0.7214488983154297,0.724379301071167,1.0,1.0,1.0
1343,Was Qatar University founded in 1973?,"In recent years Qatar has placed great emphasis on education. Along with the countryâs free healthcare, citizens enjoy free education from kindergarten through to university. Qatar University was founded in 1973.  More recently, with the support of the Qatar Foundation,  some major American universities have opened branch campuses in Education City, Qatar. These include Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.  In addition, Northwestern University will offer undergraduate programs in communication and journalism starting in fall 2008. In 2004, Qatar established the Qatar Science & Technology Park at Education City to link those universities with industry. Education City is also home to a fully accredited International Baccalaureate school, Qatar Academy. Two Canadian institutions, College of the North Atlantic and the University of Calgary  also operate campuses in Doha.",1973,1973,0.7042622566223145,0.41420766711235046,-0.011864520609378815,0.0,0.0,0.0
1344,Is Qatar bordered by Saudi Arabia to the south?,Map of Qatar,Qatar is bordered by Saudi Arabia to the south.,Qatar is bordered by Saudi Arabia to the south.,0.7035552263259888,0.9372607469558716,0.7027121782302856,1.0,1.0,1.0
1345,What bordered by Saudi?,"The Qatari peninsula juts 100 miles  (160 km) into the Persian Gulf from Saudi Arabia and is slightly smaller than Connecticut. Much of the country consists of a low, barren plain, covered with sand. To the southeast lies the spectacular Khor al Adaid (""Inland Sea""), an area of rolling sand dunes surrounding an inlet of the Gulf. There are mild winters and very hot, humid summers.",Qatar,Qatar,0.583365261554718,0.4770694375038147,0.522322416305542,0.0,0.0,0.0
1346,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?,Qatar served as the headquarters and one of the main launching sites of the US invasion of Iraq  in 2003.,Qatar,Qatar,0.7434393167495728,0.17740470170974731,0.6046621799468994,1.0,0.0,0.0
1347,Has Qatar a modern Telecommunication system centered in Doha ?,"Qatar has a modern Telecommunication system centered in Doha. Tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat. People can call to Qatar using their submarine cable, satellite or using VoIP (Voice over Internet Protocol); however, Qtel has interfered with VoIP systems in the past, and Skype's website has been blocked before. Following complaints from individuals, the website has been unblocked; and Paltalk has been permanently blocked.",Qatar has a modern Telecommunication system centered in Doha,Qatar has a modern Telecommunication system centered in Doha,0.707952082157135,0.9533205628395081,0.7495412826538086,0.5,1.0,0.6666666666666666
1348,Was Qatar University founded in 1973 ?,"In recent years Qatar has placed great emphasis on education. Along with the countryâs free healthcare, citizens enjoy free education from kindergarten through to university. Qatar University was founded in 1973.  More recently, with the support of the Qatar Foundation,  some major American universities have opened branch campuses in Education City, Qatar. These include Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.  In addition, Northwestern University will offer undergraduate programs in communication and journalism starting in fall 2008. In 2004, Qatar established the Qatar Science & Technology Park at Education City to link those universities with industry. Education City is also home to a fully accredited International Baccalaureate school, Qatar Academy. Two Canadian institutions, College of the North Atlantic and the University of Calgary  also operate campuses in Doha.",1973,1973,0.7042622566223145,0.41420766711235046,-0.011864520609378815,0.0,0.0,0.0
1349,"Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?","Although Qatar had the legal status of a dependency, resentment festered against the Bahraini Al Khalifas along the eastern seaboard of the Qatari peninsula. In 1867, the Al Khalifas launched a successful effort to quash the Qatari rebels sending a massive naval force to Wakrah. However, the Bahraini aggression was in violation on the 1820 Anglo-Bahraini Treaty. The diplomatic response of the British  to this violation set into motion the political forces that would eventuate in the founding of the state of Qatar. In addition to censuring Bahrain for its breach of agreement, the British Protectorate (per Colonel Lewis Pelly) asked to negotiate with a representative from Qatar. The request carried with it a tacit recognition of Qatarâs status as distinct from Bahrain. The Qataris chose as their negotiator the respected entrepreneur and long-time resident of Doha, Muhammed bin Thani. His clan, the Al Thanis, had taken relatively little part in Gulf politics, but the diplomatic foray ensured their participation in the movement towards independence and their dominion as the future ruling family, a dynasty that continues to this day. The results of the negotiations left Qatar with a new-found sense of political selfhood, although it did not gain official standing as a British protectorate until 1916.","The Qataris chose as their negotiator the respected entrepreneur and long-time resident of Doha, Muhammed bin Thani.","The Qataris chose as their negotiator the respected entrepreneur and long-time resident of Doha, Muhammed bin Thani.",0.6655957698822021,0.896070659160614,0.6330526471138,0.2222222222222222,1.0,0.3636363636363636
1350,Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?,"Qatar's national income primarily derives from oil and natural gas exports. The country has oil estimated at 15 billion barrels (2.4 kmÂ³), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent). Qataris' wealth and standard of living compare well with those of Western European states; Qatar has one of the highest GDP per capita in the Arab World.  With no income tax, Qatar is also one of the two least-taxed sovereign states in the world (the other is Bahrain).","Qatar's national income primarily derives from oil and natural gas exports. The country has oil estimated at 15 billion barrels (2.4 km3), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent)","Qatar's national income primarily derives from oil and natural gas exports. The country has oil estimated at 15 billion barrels (2.4 km3), while gas reserves in the giant north field (South Pars for Iran) which straddles the border with Iran and are almost as large as the peninsula itself are estimated to be between 800â900tcf (Trillion Cubic Feet - 1tcf is equal to around 80 million barrels of oil equivalent)",0.6071444749832153,0.6433637142181396,0.9164710640907288,1.0,1.0,1.0
1351,"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?","The largest project ever in Qatar, the new town of Lusail, is under construction.",It is a long term project.,It is a long term project.,0.5077095627784729,0.33629417419433594,0.3505745232105255,0.0,0.0,0.0
1352,What happened in these positions in english?,;Language,;Language,;Language,0.3363473117351532,0.3363473117351532,0.9999998807907104,0.0,0.0,0.0
1353,Can these allophones not occur in these positions in english?,"*12 premolars, 3 in each side of each jaw.",no,no,0.3428148031234741,0.13099199533462524,0.06313186883926392,0.0,0.0,0.0
1354,"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?","In terms of English phonemics, the vowels sound halfway between short u   and broad a  . The q and the t have no direct counterparts, but are closest to the unaspirated allophones of English k and t. However, since these allophones cannot occur in these positions in English, in this context they will sound more like English g and d. So the closest pronunciation, according to English phonemics, to the original Arabic might be   or  . ), officially the State of Qatar (Arabic:  Ø¯ÙÙØ© ÙØ·Ø±   transliterated as Dawlat Qatar), is an Arab emirate in Southwest Asia, occupying the small Qatar Peninsula on the northeasterly coast of the larger Arabian Peninsula. It is bordered by Saudi Arabia to the south; otherwise the Persian Gulf surrounds the state.",yes,yes,0.6852823495864868,0.1272905021905899,0.06280089914798737,0.0,0.0,0.0
1355,Does Romania border Hungary?,"Romania ( ,  ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory.","Romania ( ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south.","Romania ( ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south.",0.6901663541793823,0.7331613302230835,0.9517691731452942,0.75,1.0,0.8571428571428571
1357,Is Romania a secular state?,"Romania is a secular state, thus having no national religion. The dominant religious body is the Romanian Orthodox Church; its members make up 86.7% of the population according to the 2002 census. Other important religions include Roman Catholicism (4.7%), Protestantism (3.7%), Pentecostal denominations (1.5%) and the Romanian Greek-Catholic Church (0.9%).  Romania also has a historically significant Muslim minority concentrated in Dobrogea, mostly of Turkish ethnicity and numbering 67,500 people.     Romanian Census Website with population by religion  Based on the 2002 census data, there are also 6,179 Jews, 23,105 people who are of no religion and/or atheist, and 11,734 who refused to answer. On December 27, 2006, a new Law on Religion was approved under which religious denominations can only receive official registration if they have at least 20,000 members, or about 0.1 percent of Romania's total population.  Romania President Approves Europe's ""Worst Religion Law""",yes,yes,0.6563578844070435,0.09806489944458008,-0.01068885624408722,0.0,0.0,0.0
1359,Is the president elected by popular vote?,"He ran in the election of 1856 as the party's candidate, attempting to win a non-consecutive second term as President (a feat accomplished only once in American politics, by Grover Cleveland).  His running mate was Andrew Jackson Donelson, nephew of former president Andrew Jackson. Fillmore and Donelson finished third, carrying only the state of Maryland and its eight electoral votes; but he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.","he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.","he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.",0.4980076551437378,0.5854187607765198,0.5835685729980469,0.5,0.5,0.5
1361,How many counties is Romania divided into?,"Romania is divided into forty-one counties (judeÅ£e), as well as the municipality of Bucharest (BucureÅti) - which is its own administrative unit. Each county is administered by a county council (consiliu judeÅ£ean), responsible for local affairs, as well as a prefect, who is appointed by the central government but cannot be a member of any political party.",forty-one,forty-one,0.7436484098434448,0.17697656154632568,0.1509031355381012,0.0,0.0,0.0
1363,What is the highest mountain in Romania?,"Romania's terrain is distributed roughly equally between mountainous, hilly and lowland territories. The Carpathian Mountains dominate the center of Romania, with fourteen of its mountain ranges reaching above the altitude of 2,000 meters. The highest mountain in Romania is Moldoveanu Peak (2544 m). In south-central Romania, the Carpathians sweeten into hills, towards the BÄrÄgan Plains. Romania's geographical diversity has led to an accompanying diversity of flora and fauna. ",Moldoveanu Peak,Moldoveanu Peak,0.7445836067199707,0.5535070300102234,0.5180673003196716,0.2,0.0,0.0
1365,What is the official language of Romania?,"The official language of Romania is Romanian, an Eastern Romance language related to Italian, French, Spanish, Portuguese and Catalan. Romanian is spoken as a first language by 91% of the population, with Hungarian and Romani being the most important minority languages, spoken by 6.7% and 1.1% of the population, respectively.  Until the 1990s, there was also a substantial number of German-speaking Transylvanian Saxons, even though many have since emigrated to Germany, leaving only 45,000 native German speakers in Romania. In localities where a given ethnic minority makes up more than 20% of the population, that minority's language can be used in the public administration and justice system, while native-language education and signage is also provided. English and French are the main foreign languages taught in schools. English is spoken by 5 million Romanians, French is spoken by 4-5 million, and German, Italian and Spanish are each spoken by 1-2 million people.   Outsourcing IT Ã®n RomÃ¢nia, Owners Association of the Software and Service Industry, retrieved November 13 2005  Historically, French was the predominant foreign language spoken in Romania, even though English has since superseded it. Consequently, Romanian English-speakers tend to be younger than Romanian French-speakers. Romania is, however, a full member of La Francophonie, and hosted the Francophonie Summit in 2006.   Chronology of the International Organization La Francophonie  German has been taught predominantly in Transylvania, due to traditions tracing back to the Austro-Hungarian rule in this province.",Romanian,Romanian,0.7093843221664429,0.7308964729309082,0.5832861661911011,0.3333333333333333,0.0,0.0
1367,Is the Romanian economy doing well?,"After a series of privatisations and reforms in the late 1990s and early 2000s, government intervention in the Romanian economy is somewhat lower than in other European economies.  Index of Economic Freedom: Romania  In 2005, the government replaced Romania's progressive tax system with a flat tax of 16% for both personal income and corporate profit, resulting in the country having the lowest fiscal burden in the European Union,  Taxation trends in the EU, Eurostat, 26 June 2007  a factor which has contributed to the growth of the private sector. The economy is predominantly based on services, which account for 55% of GDP, even though industry and agriculture also have significant contributions, making up 35% and 10% of GDP, respectively. Additionally, 32% of the Romanian population is employed in agriculture and primary production, one of the highest rates in Europe.  Since 2000, Romania has attracted increasing amounts of foreign investment, becoming the single largest investment destination in Southeastern and Central Europe. Foreign direct investment was valued at â¬8.3 billion in 2006.  Romania: FDI reached over EUR 8.3 bn  According to a 2006 World Bank report, Romania currently ranks 49th out of 175 economies in the ease of doing business, scoring higher than other countries in the region such as Hungary, Poland and the Czech Republic.  Economy Ranking, Doing Business 2007 Report, World Bank  Additionally, the same study judged it to be the world's second-fastest economic reformer in 2006.  Doing Business 2007 Report, World Bank  The average gross wage per month in Romania is 1411 lei as of September 2007,    Average wage in September 2007, National Institute of Statistics, Romania  equating to â¬403.3 (US$597.3) based on international exchange rates, and $1001.1 based on purchasing power parity.  Implied PPP conversion rate for Romania, IMF, 2006  The percentage of computers connected to the internet in the country reaches almost 70% and more than 50% have","Romania currently ranks 49th out of 175 economies in the ease of doing business, scoring higher than other countries in the region such as Hungary, Poland and the Czech Republic.","Romania currently ranks 49th out of 175 economies in the ease of doing business, scoring higher than other countries in the region such as Hungary, Poland and the Czech Republic.",0.6909028887748718,0.6872231960296631,0.7732838988304138,0.4666666666666667,1.0,0.6363636363636364
1368,Are there many Roma in Romania?,"According to the 2002 census, Romania has a population of 21,698,181 and, similarly to other countries in the region, is expected to gently decline in the coming years as a result of sub-replacement fertility rates. Romanians make up 89.5% of the population. The largest ethnic minorities are Hungarians, who make up 6.6% of the population and Roma, or Gypsies, who make up 2% of the population. By the official census 535,250 Roma live in Romania. 2002 census data, based on  Population by ethnicity, gives a total of 535,250 Roma in Romania. This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination. Many are not recorded at all, since they   do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe,  World Bank,  International Association for Official Statistics).   usatoday: European effort spotlights plight of the Roma  Hungarians, who are a sizeable minority in Transylvania, constitute a majority in the counties of Harghita and Covasna. Ukrainians, Germans, Lipovans, Turks, Tatars, Serbs, Slovaks, Bulgarians, Croats, Greeks, Russians, Jews, Czechs, Poles, Italians, Armenians, as well as other ethnic groups, account for the remaining 1.4% of the population.  Official site of the results of the 2002 Census ","This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination.","This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination.",0.6801186800003052,0.6449086666107178,0.7581586837768555,0.5,1.0,0.6666666666666666
1370,How many territories joined to form Romania?,"Romania is a semi-presidential unitary state. As a nation-state, the country was formed by the merging of Moldavia and Wallachia in 1859 and it gained recognition of its independence in 1878. Later, in 1918, they were joined by Transylvania, Bukovina and Bessarabia. At the end of World War II, parts of its territories (roughly the present day Moldova) were occupied by USSR and Romania became a member of Warsaw Pact. With the fall of the Iron Curtain in 1989, Romania started a series of political and economic reforms that peaked with Romania joining the European Union.",3,3,0.6900049448013306,0.20637072622776031,-0.017388781532645226,0.0,0.0,0.0
1372,Does Romania share a border with Ukraine?,"Romania ( ,  ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory.","The relevant sentence in the passage is: It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. The answer is Hungary and Serbia to the west , Ukraine and the Republic of Moldova to the northeast , and Bulgaria to the south.","The relevant sentence in the passage is: It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. The answer is Hungary and Serbia to the west , Ukraine and the Republic of Moldova to the northeast , and Bulgaria to the south.",0.6696817278862,0.6166727542877197,0.5136544704437256,0.25,1.0,0.4
1374,Did Romania declare neutrality during World War I?,"In August 1914, when World War I broke out, Romania declared neutrality. Two years later, under the pressure of Allies (especially France desperate to open a new front), on August 14/27 1916 it joined the Allies, for which they were promised support for the accomplishment of national unity, Romania declared war on Austria-Hungary.",yes,yes,0.7620535492897034,0.12093445658683777,0.07911062240600586,0.0,0.0,0.0
1376,Does Romania share the same language with Moldova?,"Relations with Moldova are rather special, considering that the two countries practically share the same language, and a fairly common historical background. Signs in the early 1990s that Romania and Moldova might unite after both countries achieved emancipation from communist rule, quickly faded away when a pro-Russian government was formed in Moldova. Romania remains interested in Moldovan affairs, but the two countries have been unable even to reach agreement on a basic bilateral treaty; Romania is insistent (against determined Moldovan resistance) that such a treaty would have to refer to Romania and Moldova's 'special relationship'. For more information see Movement for unification of Romania and Moldova.","The relevant sentence in the passage is: Relations with Moldova are rather special, considering that the two countries practically share the same language, and a fairly common historical background.","The relevant sentence in the passage is: Relations with Moldova are rather special, considering that the two countries practically share the same language, and a fairly common historical background.",0.6891443729400635,0.6996167898178101,0.7158384323120117,1.0,1.0,1.0
1378,"Who was the first gymnast to score a perfect ""ten""?","In the 1976 Summer Olympics, the gymnast Nadia ComÄneci (coach: Bela Karolyi) became  the first gymnast ever to score a perfect ""ten"". She also won three gold medals, one silver and one bronze, all at the age of fifteen.  ""Gymnast Posts Perfect Mark"" Robin Herman, New York Times, March 28, 1976  Her success continued in the 1980 Summer Olympics, where she was awarded two gold medals and two silver medals.",Nadia Comneci,Nadia Comneci,0.7178866863250732,0.2738390564918518,0.39053624868392944,0.0,0.0,0.0
1380,What is the largest city in Romania?,"Romania has been a member of the European Union since January 1 2007, and has the ninth largest territory in the EU and with 22 million people      it has the 7th largest population among the EU member states. Its capital and largest city is Bucharest (   ), the sixth largest city in the EU with almost 2.5 million people. In 2007, Sibiu, a large city in Transylvania, was chosen as European Capital of Culture.    Romania joined NATO on March 29, 2004, and is also a member of the Latin Union, of the Francophonie and of OSCE.",Bucharest,Bucharest,0.6934738159179688,0.6107059717178345,0.5341272354125977,0.2,0.0,0.0
