id,question,context,answer,strategy
1370,How many territories joined to form Romania?,"Romania is a semi-presidential unitary state. As a nation-state, the country was formed by the merging of Moldavia and Wallachia in 1859 and it gained recognition of its independence in 1878. Later, in 1918, they were joined by Transylvania, Bukovina and Bessarabia. At the end of World War II, parts of its territories (roughly the present day Moldova) were occupied by USSR and Romania became a member of Warsaw Pact. With the fall of the Iron Curtain in 1989, Romania started a series of political and economic reforms that peaked with Romania joining the European Union.",3,768d_top1_persona
1372,Does Romania share a border with Ukraine?,"Romania ( ,  ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory.","It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south",768d_top1_persona
1374,Did Romania declare neutrality during World War I?,"In August 1914, when World War I broke out, Romania declared neutrality. Two years later, under the pressure of Allies (especially France desperate to open a new front), on August 14/27 1916 it joined the Allies, for which they were promised support for the accomplishment of national unity, Romania declared war on Austria-Hungary.",Yes,768d_top1_persona
1376,Does Romania share the same language with Moldova?,"Relations with Moldova are rather special, considering that the two countries practically share the same language, and a fairly common historical background. Signs in the early 1990s that Romania and Moldova might unite after both countries achieved emancipation from communist rule, quickly faded away when a pro-Russian government was formed in Moldova. Romania remains interested in Moldovan affairs, but the two countries have been unable even to reach agreement on a basic bilateral treaty; Romania is insistent (against determined Moldovan resistance) that such a treaty would have to refer to Romania and Moldova's 'special relationship'. For more information see Movement for unification of Romania and Moldova.","Romania remains interested in Moldovan affairs, but the two countries have been unable even to reach agreement on a basic bilateral treaty; Romania is insistent (against determined Moldovan resistance) that such a treaty would have to refer to Romania and Moldova's 'special relationship'",768d_top1_persona
1378,"Who was the first gymnast to score a perfect ""ten""?","In the 1976 Summer Olympics, the gymnast Nadia ComÄneci (coach: Bela Karolyi) became  the first gymnast ever to score a perfect ""ten"". She also won three gold medals, one silver and one bronze, all at the age of fifteen.  ""Gymnast Posts Perfect Mark"" Robin Herman, New York Times, March 28, 1976  Her success continued in the 1980 Summer Olympics, where she was awarded two gold medals and two silver medals.",Nadia Comneci,768d_top1_persona
1380,What is the largest city in Romania?,"There are 25 cities with a population of at least 100,000. Until now, several of the largest cities have a metropolitan area: ConstanÅ£a (550,000 people), BraÅov, IaÅi (both with around 400,000) and Oradea (260,000) and several others are planned: TimiÅoara (400,000), Cluj-Napoca (400,000), GalaÅ£i-Braila (600,000), Craiova (370,000), Bacau and PloieÅti.    ""Map of Romanian municipalities that can have metorpolitan areas in maroon""",Cluj-Napoca,768d_top1_persona
1382,What is the largest ethnic minority in Romania?,"According to the 2002 census, Romania has a population of 21,698,181 and, similarly to other countries in the region, is expected to gently decline in the coming years as a result of sub-replacement fertility rates. Romanians make up 89.5% of the population. The largest ethnic minorities are Hungarians, who make up 6.6% of the population and Roma, or Gypsies, who make up 2% of the population. By the official census 535,250 Roma live in Romania. 2002 census data, based on  Population by ethnicity, gives a total of 535,250 Roma in Romania. This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination. Many are not recorded at all, since they   do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe,  World Bank,  International Association for Official Statistics).   usatoday: European effort spotlights plight of the Roma  Hungarians, who are a sizeable minority in Transylvania, constitute a majority in the counties of Harghita and Covasna. Ukrainians, Germans, Lipovans, Turks, Tatars, Serbs, Slovaks, Bulgarians, Croats, Greeks, Russians, Jews, Czechs, Poles, Italians, Armenians, as well as other ethnic groups, account for the remaining 1.4% of the population.  Official site of the results of the 2002 Census ",Hungarians,768d_top1_persona
1384,How many countries in Europe are bigger than Romania?  ,"Romania has been a member of the European Union since January 1 2007, and has the ninth largest territory in the EU and with 22 million people      it has the 7th largest population among the EU member states. Its capital and largest city is Bucharest (   ), the sixth largest city in the EU with almost 2.5 million people. In 2007, Sibiu, a large city in Transylvania, was chosen as European Capital of Culture.    Romania joined NATO on March 29, 2004, and is also a member of the Latin Union, of the Francophonie and of OSCE.",6,768d_top1_persona
1386,Why doesn't Romania have a state religion?  ,"Romania is a secular state, thus having no national religion. The dominant religious body is the Romanian Orthodox Church; its members make up 86.7% of the population according to the 2002 census. Other important religions include Roman Catholicism (4.7%), Protestantism (3.7%), Pentecostal denominations (1.5%) and the Romanian Greek-Catholic Church (0.9%).  Romania also has a historically significant Muslim minority concentrated in Dobrogea, mostly of Turkish ethnicity and numbering 67,500 people.     Romanian Census Website with population by religion  Based on the 2002 census data, there are also 6,179 Jews, 23,105 people who are of no religion and/or atheist, and 11,734 who refused to answer. On December 27, 2006, a new Law on Religion was approved under which religious denominations can only receive official registration if they have at least 20,000 members, or about 0.1 percent of Romania's total population.  Romania President Approves Europe's ""Worst Religion Law""","The dominant religious body is the Romanian Orthodox Church; its members make up 86.7% of the population according to the 2002 census. Other important religions include Roman Catholicism (4.7%), Protestantism (3.7%), Pentecostal denominations (1.5%) and the Romanian Greek-Catholic Church (0.9%). Romania also has a historically significant Muslim minority concentrated in Dobrogea, mostly of Turkish ethnicity and numbering 67,500 people.",768d_top1_persona
1387,Why wasn't Romania neutral during World War II?,"In August 1914, when World War I broke out, Romania declared neutrality. Two years later, under the pressure of Allies (especially France desperate to open a new front), on August 14/27 1916 it joined the Allies, for which they were promised support for the accomplishment of national unity, Romania declared war on Austria-Hungary.","Under the pressure of Allies (especially France desperate to open a new front), on August 14/27 1916 it joined the Allies, for which they were promised support for the accomplishment of national unity, Romania declared war on Austria-Hungary.",768d_top1_persona
1389,"Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?","Saxon medieval city of Sibiu (Nagyszeben), European Capital of Culture in 2007",2007,768d_top1_persona
1390,"What are approximately 42,000 years old and have been nicknamed`` John of Anina''?","In 2002, the oldest modern human (Homo sapiens sapiens) remains in Europe were discovered in the ""Cave With Bones"" (PeÅtera cu Oase) near Anina in present day Romania.    The remains (the lower jaw) are approximately 42,000 years old and have been nicknamed ""John of Anina"" (Ion din Anina). As Europeâs oldest remains of Homo sapiens, they may represent the first such people to have entered the continent.     The remains are especially interesting because they present a mixture of archaic, early modern human and Neanderthal morphological features.",The remains (the lower jaw),768d_top1_persona
1391,"Is it true that romania has a population of 21,698,181?","According to the 2002 census, Romania has a population of 21,698,181 and, similarly to other countries in the region, is expected to gently decline in the coming years as a result of sub-replacement fertility rates. Romanians make up 89.5% of the population. The largest ethnic minorities are Hungarians, who make up 6.6% of the population and Roma, or Gypsies, who make up 2% of the population. By the official census 535,250 Roma live in Romania. 2002 census data, based on  Population by ethnicity, gives a total of 535,250 Roma in Romania. This figure is disputed by other sources, because at the local level, many Roma declare a different ethnicity (mostly Romanian, but also Hungarian in the West and Turkish in Dobruja) for fear of discrimination. Many are not recorded at all, since they   do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe,  World Bank,  International Association for Official Statistics).   usatoday: European effort spotlights plight of the Roma  Hungarians, who are a sizeable minority in Transylvania, constitute a majority in the counties of Harghita and Covasna. Ukrainians, Germans, Lipovans, Turks, Tatars, Serbs, Slovaks, Bulgarians, Croats, Greeks, Russians, Jews, Czechs, Poles, Italians, Armenians, as well as other ethnic groups, account for the remaining 1.4% of the population.  Official site of the results of the 2002 Census ",yes,768d_top1_persona
1392,What do economy and law have in common?,Economy and law links,law,768d_top1_persona
1393,What did Tourism in Romania attract in 2005?,Tourism in Romania attracted â¬400 million in investments in 2005.   Archive from Gandul Newspaper - Tourism attracted in 2005 investments worth 400 million euros,â400 million in investments,768d_top1_persona
1395,Is Romania a semi-presidential unitary state?,"Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister.  The president is elected by popular vote, and resides at Cotroceni Palace. Since the constitutional amendment of 2003, the president's term is five years (previously it was four).  The Romanian Government, which is based at Victoria Palace, is headed by a prime minister, who appoints the other members of his or her cabinet and who is nearly always the head of the party or coalition that holds a majority in the parliament. If, however, none of the parties hold 50% + 1 of the total seats in parliament, the president will appoint the prime minister. Before beginning its term, the government is subject to a parliamentary vote of approval.",Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister.,768d_top1_persona
1398,Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?,"Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister.  The president is elected by popular vote, and resides at Cotroceni Palace. Since the constitutional amendment of 2003, the president's term is five years (previously it was four).  The Romanian Government, which is based at Victoria Palace, is headed by a prime minister, who appoints the other members of his or her cabinet and who is nearly always the head of the party or coalition that holds a majority in the parliament. If, however, none of the parties hold 50% + 1 of the total seats in parliament, the president will appoint the prime minister. Before beginning its term, the government is subject to a parliamentary vote of approval.",Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister.,768d_top1_persona
1399,Was Gellu Naum the leader of the surrealist movement in Romania ?,"In the period between the two world wars, authors like Tudor Arghezi, Lucian Blaga or Ion Barbu made efforts to synchronize Romanian literature with the European literature of the time. Gellu Naum was the leader of the surrealist movement in Romania. In the Communist era, valuable writers like Nichita StÄnescu, Marin Sorescu or Marin Preda managed to escape censorship, broke with ""socialist realism"" and were the leaders of a small ""Renaissance"" in Romanian literature. ÅtefÄnescu, Alex. - ""Nichita StÄnescu, Ãngerul cu o carte Ã®n mÃ¢ini"" (Nichita StÄnescu, The Angel With A Book In His Hands""), Edit. MaÅina de scris, 1999 - pag.8 ",Gellu Naum was the leader of the surrealist movement in Romania.,768d_top1_persona
1400,Was the Bucharest Metro only opened in 1979 ?,"Bucharest is the only city in Romania which has an underground railway system. The Bucharest Metro was only opened in 1979. Now is one of the most accessed systems of the Bucharest public transport network with an average ridership of 600,000 passengers during the workweek.",The Bucharest Metro was only opened in 1979.,768d_top1_persona
1401,"Is romania -LRB- , -RRB- a country in southeastern europe?","Romania ( ,  ) is a country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory.",yes,768d_top1_persona
1402,Is romania a semi-presidential unitary state?,"Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister.  The president is elected by popular vote, and resides at Cotroceni Palace. Since the constitutional amendment of 2003, the president's term is five years (previously it was four).  The Romanian Government, which is based at Victoria Palace, is headed by a prime minister, who appoints the other members of his or her cabinet and who is nearly always the head of the party or coalition that holds a majority in the parliament. If, however, none of the parties hold 50% + 1 of the total seats in parliament, the president will appoint the prime minister. Before beginning its term, the government is subject to a parliamentary vote of approval.",Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister,768d_top1_persona
1403,Do singaporeans enjoy squid?,"Local foods are diverse, ranging from Hainanese chicken rice to satay. Singaporeans also enjoy a wide variety of seafood including crabs, clams, squid, and oysters. One such dish is stingray barbecued and served on banana leaf and with sambal or chili.","Singaporeans also enjoy a wide variety of seafood including crabs, clams, squid, and oysters",768d_top1_persona
1406,Did Singapore's standard of living decrease since independence?,"Since independence, Singapore's standard of living has increased progressively. A state-led industrialization drive, aided by foreign direct  investment has created a modern economy based on electronics manufacturing, petrochemicals, tourism and financial services alongside the traditional entrepÃ´t trade. Singapore is the 17th wealthiest country in the world in terms of GDP per capita.  ",No,768d_top1_persona
1409,Did the media contribute 15.6% to Singapore's GDP in 2001?,"The media of Singapore play an important role in Singapore, one of the key strategic media centres in the Asia-Pacific region.    This is in line with the government's aggressive push to establish Singapore as a media hub in the world under the Media 21 plan launched in 2002.    Comprising of the publishing, print, broadcasting, film, music, digital and IT media sectors, the media industry collectively employed about 38,000 people and contributed 1.56% to Singapore's gross domestic product (GDP) in 2001 with an annual turnover of S$10 billion. The industry grew at an average rate of 7.7% annually from 1990 to 2000, and the government seeks to increase its GDP contribution to 3% by 2012.",Yes,768d_top1_persona
1412,How many people use the bus network daily?,"More than 2.78 million people use the bus network daily, while more than 1.3 million people use either the LRT or MRT as part of their daily routine.    Approximately 991,000 people use the taxi services daily.  Private vehicle use in the Central Area is discouraged by tolls implemented during hours of heavy road traffic, through an Electronic Road Pricing system. Private vehicle ownership is discouraged by high vehicle taxes and imposing quotas on vehicle purchase.",2.78 million,768d_top1_persona
1415,Where did Orang Laut people live?,"The early onset of town planning in colonial Singapore came largely through a ""divide and rule"" framework where the different ethnic groups were settled in different parts of the South of the island. The Singapore River was largely a commercial area that was dominated by traders and bankers of various ethnic groups with mostly Chinese and Indian coolies working to load and unload goods from barge boats known locally as ""bumboats"". The Malays, consisting of the local ""Orang Lauts"" who worked mostly as fishermen and sea-farers, and Arab traders and scholars were mostly found in the South-east part of the river mouth, where Kampong Glam stands today. The European settlers, who were few then, settled around Fort Canning Hill and further upstream from the Singapore River. Like the Europeans, the early Indian migrants also settled more inland of the Singapore River, where Little India stands today. Very little is known about the rural private settlements in those times (known as kampongs), other than the major move by the post-independent Singapore government to re-settle these residents in the late 1960s.","The Malays, consisting of the local ""Orang Lauts"" who worked mostly as fishermen and sea-farers, and Arab traders and scholars were mostly found in the South-east part of the river mouth, where Kampong Glam stands today. The European settlers, who were few then, settled around Fort Canning Hill and further upstream from the Singapore River. Like the Europeans, the early Indian migrants also settled more inland of the Singapore River, where Little India stands today. Very little is known about the rural private settlements in those times (known as kampongs), other than the major move by the post-independent Singapore government to re-settle these residents in the late 1960s.",768d_top1_persona
1418,What is the MRT?,"A C751B train at Eunos MRT Station on the Mass Rapid Transit (MRT) system, one of three heavy rail passenger transport lines in Singapore.","Mass Rapid Transit (MRT) system, one of three heavy rail passenger transport lines in Singapore",768d_top1_persona
1421,How is Singapore's climate characterized?,"Under the KÃ¶ppen climate classification system, Singapore has a tropical rainforest climate with no distinctive seasons. Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall. Temperatures range from 22 Â°C to 34 Â°C (72Â° 93 Â°F). On average, the relative humidity is around 90 percent in the morning and 60 percent in the afternoon. During prolonged heavy rain, relative humidity often reaches 100 percent.    The lowest and highest temperatures recorded in its maritime history are   and   respectively. The highest wind speed recorded was   on May 26 2007. June and July are the hottest months, while November and December make up the wetter monsoon season. From August to October, there is often haze, sometimes severe enough to prompt public health warnings, due to bushfires in neighbouring Indonesia. Singapore does not observe daylight saving time or a summer time zone change. The length of the day is nearly constant year round due to the country's location near the equator.","uniform temperature and pressure, high humidity, and abundant rainfall",768d_top1_persona
1424,How much increase in the media's contribution to GDP is the government seeking?,"The media of Singapore play an important role in Singapore, one of the key strategic media centres in the Asia-Pacific region.    This is in line with the government's aggressive push to establish Singapore as a media hub in the world under the Media 21 plan launched in 2002.    Comprising of the publishing, print, broadcasting, film, music, digital and IT media sectors, the media industry collectively employed about 38,000 people and contributed 1.56% to Singapore's gross domestic product (GDP) in 2001 with an annual turnover of S$10 billion. The industry grew at an average rate of 7.7% annually from 1990 to 2000, and the government seeks to increase its GDP contribution to 3% by 2012.",3%,768d_top1_persona
1427,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.",six days,768d_top1_persona
1430,Is Singapore located at the southern tip of the Korean Penisula?,"Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.",no,768d_top1_persona
1432,Is Singapore a city-state?,"Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.","It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 km2 (272 sq mi), it is one of the few remaining city-states in the world",768d_top1_persona
1434,Has Sang Nila Utama visited Singapore?,"The Istana, the official residence and office of the President of Singapore",yes,768d_top1_persona
1436,"What does ""singa"" mean?","The name Singapura is derived from the Sanskrit words singa à®à®¿à®à¯à®     (""lion"") and   à®ªà¯à®°   (""city"").    According to the Malay Annals, this name was given by a 14th century Sumatran prince named Sang Nila Utama, who, landing on the island after a thunderstorm, spotted an auspicious beast on the shore that his chief minister identified as a lion.    ",lion,768d_top1_persona
1437,When is the first record of S08_settlement in Singapore?,"The first records of settlement in Singapore are from the second century AD.    The island was an outpost of the Sumatran Srivijaya empire and originally bore the Javanese name Temasek ('sea town'). Temasek (Tumasek) rapidly became a significant trading settlement, but declined in the late 14th century. There are few remnants of old Temasek in Singapore, but archaeologists in Singapore have uncovered artefacts of that and other settlements. Between the 16th and early 19th centuries, Singapore island was part of the Sultanate of Johor. During the Malay-Portugal wars in 1613, the settlement was set ablaze by Portuguese troops.    The Portuguese subsequently held control in that century and the Dutch in the 17th, but throughout most of this time the island's population consisted mainly of fishermen.",second century AD,768d_top1_persona
1439,Which nation invaded Singapore during World War II?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.",Imperial Japanese Army,768d_top1_persona
1441,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?","During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.","The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat.",768d_top1_persona
1442,Was Lee Kuan Yew a successful leader of Singapore?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks.","Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks.",768d_top1_persona
1444,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks.",1990,768d_top1_persona
1446,What is the primary domestic source of water supply?,"Without natural freshwater rivers and lakes, the primary domestic source of water supply in Singapore is rainfall, collected in reservoirs or catchment areas. Rainfall supplies approximately 50 percent of Singapore's water; the remainder is imported from neighbouring countries or obtained from recycled water facilities and desalination plants. More NEWater and desalination plants are being built or proposed to reduce reliance on import.",rainfall,768d_top1_persona
1448,What is the national language of Singapore?,"The national language of Singapore is Malay for historical reasons, and it is used in the national anthem, ""Majulah Singapura"". The official languages are English, Mandarin, Malay and Tamil. English has been promoted as the country's language of administration since independence. The English used is primarily based on British English, with some American English influences.  The use of English became widespread in Singapore after it was implemented as a first language medium in the education system, and English is the most common language in Singaporean literature.  Public signs and official publications are in English, although there are translated versions in other official languages. However, the majority of the population speak a localised hybrid form of English known as Singlish (""Singapore English""), which has many creole-like characteristics, incorporating vocabulary and grammar from Standard English, various Chinese dialects, Malay and Indian languages. The government has consistently tried to discourage the use of Singlish in its ""Speak Good English"" campaigns.",Malay,768d_top1_persona
1450,Where is the National Orchid Garden?,"Singapore Botanic Gardens, a 67.3-hectare (166 acre) Botanic Gardens in Singapore that includes the National Orchid Garden, which has a collection of more than 3,000 species of orchids.",Singapore Botanic Gardens,768d_top1_persona
1452,Why are relations with Malaysia and Indonesia important?,Singapore has several long-standing disputes with Malaysia over a number of issues:,Singapore has several long-standing disputes with Malaysia over a number of issues,768d_top1_persona
1454,What is the most densely populated independent country in the world?,The main population centers are:,China,768d_top1_persona
1456,Who did Sir Thomas Stamford Raffles work for?,"Statue of Thomas Stamford Raffles by Thomas Woolner, erected at the location where he first landed at Singapore. He is recognized as the founder of modern Singapore.",Singapore,768d_top1_persona
1458,When was Lee Kuan Yew prime minister of Singapore?,"Singapore became a self-governing state in 1959 with Yusof bin Ishak its first Yang di-Pertuan Negara and Lee Kuan Yew its first Prime Minister. Following the 1962 Merger Referendum of Singapore, Singapore joined Malaya, along with Sabah and Sarawak, to form the Federation of Malaysia on September 16 1963, but separated from it two years later after heated ideological conflict between the state's PAP government and the federal Kuala Lumpur government. Singapore officially gained sovereignty on 9 August 1965.    Yusof bin Ishak was sworn in as the first President of Singapore and Lee Kuan Yew remained prime minister.",9 August 1965,768d_top1_persona
1460,What is the punishment for first-degree murder?,"In 1862, Lincoln sent a senior general, John Pope, to put down the ""Sioux Uprising"" in Minnesota. Presented with 303 death warrants for convicted Santee Dakota who had massacred innocent farmers, Lincoln affirmed 39 of these for execution (one was later reprieved).",execution,768d_top1_persona
1462,What established a trading post on the island in 1819?,"On January 29 1819, Sir Thomas Stamford Raffles landed on the main island. Spotting its potential as a strategic geographical trading post in Southeast Asia, Raffles signed a treaty with Sultan Hussein Shah on behalf of the British East India Company to develop Singapore as a British trading post and settlement, marking the start of the island's modern era. Raffles's deputy, William Farquhar, oversaw a period of growth and ethnic migration, which was largely spurred by a no-restriction immigration policy. The British India office governed the island from 1858, but Singapore was made a British crown colony in 1867, answerable directly to the Crown. By 1869 the island boasted a sizeable community of 100,000.",Sir Thomas Stamford Raffles,768d_top1_persona
1463,What used Singapore as a strategic trading post along the spice route?,"Singapore is a major Asian transportation hub, positioned on many sea and air trade routes.",Asian transportation hub,768d_top1_persona
1464,What became one of the most important commercial and military centres of the British Empire?,"Strong attachment to the British Empire and Commonwealth in English Canada led to major participation in British military efforts in the Second Boer War, the First World War, and the Second World War. Since then, Canada has been an advocate for multilateralism, making efforts to resolve global issues in collaboration with other nations. ",English Canada,768d_top1_persona
1465,"Who boasted a sizeable community of 100,000 by 1869?",The main population centers are:,scottish colonial government,768d_top1_persona
1466,How do reservoirs and water relate?,"Singapore has a network of reservoirs and water catchment areas. By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. Marina Barrage is a dam being constructed around the estuary of three Singapore rivers, creating by 2009 a huge freshwater reservoir, the Marina Bay reservoir.    When developed, this will increase the rainfall catchment to two-thirds of the country's surface area.",Singapore has a network of reservoirs and water catchment areas,768d_top1_persona
1467,Is it true that singapore has several long - standing disputes with malaysia?,Singapore has several long-standing disputes with Malaysia over a number of issues:,yes,768d_top1_persona
1468,Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?,"Singapore is an aviation hub for the Southeast Asian region and acts as a stopover point for the Kangaroo route between Australasia and Europe. Singapore Changi Airport has a network of 81 airlines connecting Singapore to 185 cities in 58 countries. It has been rated as one of the best international airports by international travel magazines, including being rated as the world's best airport for the first time in 2006 by Skytrax.     . The airport has two passenger terminals. A third terminal, terminal 3, is scheduled for completion in January 2008 and there are plans for a fourth terminal. There is also a budget terminal, which serves budget carrier Tiger Airways and Cebu Pacific. The national carrier is Singapore Airlines (SIA). The government is moving towards privatising Changi airport.",Singapore Changi Airport has a network of 81 airlines connecting Singapore to 185 cities in 58 countries.,768d_top1_persona
1469,Has Singapore a network of reservoirs and water catchment areas ?,"Singapore has a network of reservoirs and water catchment areas. By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. Marina Barrage is a dam being constructed around the estuary of three Singapore rivers, creating by 2009 a huge freshwater reservoir, the Marina Bay reservoir.    When developed, this will increase the rainfall catchment to two-thirds of the country's surface area.",Singapore has a network of reservoirs and water catchment areas,768d_top1_persona
1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?","About 23 percent of Singapore's land area consists of forest and nature reserves.    Urbanization has eliminated many areas of former primary rainforest, with the only remaining area of primary rainforest being Bukit Timah Nature Reserve. A variety of parks are maintained with human intervention, such as the Singapore Botanic Gardens.","Urbanization has eliminated many areas of former primary rainforest, with the only remaining area of primary rainforest being Bukit Timah Nature Reserve",768d_top1_persona
1471,"Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?","Finland has a highly industrialised, free-market economy with a per capita output equal to that of other western economies such as Sweden, the UK, France and Germany. The largest sector of the economy is services at 65.7 percent, followed by manufacturing and refining at 31.4 percent. Primary production is low at 2.9 percent, reflecting the fact that Finland is a resource-poor country.    With respect to foreign trade, the key economic sector is manufacturing. The largest industries    are electronics (21.6 percent), machinery, vehicles and other engineered metal products (21.1 percent), forest industry (13.1 percent), and chemicals (10.9 percent). International trade is important, with exports equalling almost one-third of GDP. Except for timber and several minerals, Finland depends on imports of raw materials, energy and some components for manufactured goods.","Finland has a highly industrialised, free-market economy with a per capita output equal to that of other western economies such as Sweden, the UK, France and Germany. The largest sector of the economy is services at 65.7 percent, followed by manufacturing and refining at 31.4 percent.",768d_top1_persona
1472,"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?","Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.",It is one of the few remaining city-states in the world and the smallest country in Southeast Asia.,768d_top1_persona
1473,Is singapore the 17th wealthiest country in the world in terms of gdp per capita?,"Since independence, Singapore's standard of living has increased progressively. A state-led industrialization drive, aided by foreign direct  investment has created a modern economy based on electronics manufacturing, petrochemicals, tourism and financial services alongside the traditional entrepÃ´t trade. Singapore is the 17th wealthiest country in the world in terms of GDP per capita.  ",yes,768d_top1_persona
1474,Was Thedore Roosevelt  a member of the Republican Party?,"Roosevelt was a Republican activist during his years in the Assembly, writing more bills than any other New York state legislator. Already a major player in state politics, he attended the Republican National Convention in 1884 and fought alongside the Mugwump reformers; they lost to the Stalwart faction that nominated James G. Blaine. Refusing to join other Mugwumps in supporting Democrat Grover Cleveland, the Democratic nominee, he stayed loyal.","Roosevelt was a Republican activist during his years in the Assembly, writing more bills than any other New York state legislator.",768d_top1_persona
