id,question,context,answer,strategy
1588,Why did Grant think that war was unjust?,"* Simpson, Brooks D., Let Us Have Peace: Ulysses S. Grant and the Politics of War and Reconstruction, 1861-1868 (1991).",Ulysses S. Grant thought that war was unjust because he was a politician. The answer: he thought that war was unjust because he was a politician.,768d_top1_cot
1590,Who achieved international fame as the leading Union general in the American Civil War?,"Grant first reached national prominence by taking Forts Henry and Donelson in 1862 in the first Union victories of the war.  The following year, his brilliant campaign ending in the surrender of Vicksburg secured Union control of the Mississippi andâwith the simultaneous Union victory at Gettysburgâturned the tide of the war in the North's favor. Named commanding general of the Federal armies in 1864, he implemented a coordinated strategy of simultaneous attacks aimed at destroying the South's ability to carry on the war.  In 1865, after conducting a costly war of attrition in the East, he accepted the surrender of his Confederate opponent Robert E. Lee at Appomattox Court House. Grant has been described by  J.F.C. Fuller as ""the greatest general of his age and one of the greatest strategists of any age."" His Vicksburg Campaign in particular has been scrutinized by military specialists around the world.",The relevant sentence in the passage is: Grant first reached national prominence by taking Forts Henry and Donelson in 1862 in the first Union victories of the war. The answer is Grant.,768d_top1_cot
1591,Grant was elected president as a Republican in what year?,"In 1868, Grant was elected president as a Republican. Grant was the first president to serve for two full terms since Andrew Jackson forty years before. He led Radical Reconstruction and built a powerful patronage-based Republican party in the South, with the adroit use of the army. He took a hard line that reduced violence by groups like the Ku Klux Klan. Although Grant was personally honest, he not only tolerated financial and political corruption among top aides but also protected them once exposed.","In 1868, Grant was elected president as a Republican. The answer: 1868.",768d_top1_cot
1592,Who took a hard line that reduced violence by groups like the Ku Klux Klan?,"Woodrow Wilson's History of the American People explained the Ku Klux Klan of the late 1860s as the natural outgrowth of Reconstruction, a lawless reaction to a lawless period.  Wilson noted that the Klan âbegan to attempt by intimidation what they were not allowed to attempt by the ballot or by any ordered course of public action.â   Woodrow Wilson, A History of the American People (1931) V:59. .",Woodrow Wilson took a hard line that reduced violence by groups like the Ku Klux Klan. The answer: Woodrow Wilson.,768d_top1_cot
1593,When did he vote for democrat james buchanan?,"United States presidential election, 1856","You are a helpful assistant. United States presidential election, 1856. So, the answer is 1856.",768d_top1_cot
1594,"Who did President Lincoln promote of major general in the regular army, effective July 4?","After the war, on July 25, 1866, Congress authorized the newly created rank of General of the Army of the United States, the equivalent of a full (four-star) general in the modern U.S. Army. Eicher, Civil War High Commands, p. 264.  Grant was appointed as such by President Andrew Johnson on the same day.''",Grant was appointed as such by President Andrew Johnson on the same day. Grant was appointed as such by President Andrew Johnson on the same day. The answer: Andrew Johnson.,768d_top1_cot
1595,Was Grant elected president as a Republican?,"In 1868, Grant was elected president as a Republican. Grant was the first president to serve for two full terms since Andrew Jackson forty years before. He led Radical Reconstruction and built a powerful patronage-based Republican party in the South, with the adroit use of the army. He took a hard line that reduced violence by groups like the Ku Klux Klan. Although Grant was personally honest, he not only tolerated financial and political corruption among top aides but also protected them once exposed.","In 1868, Grant was elected president as a Republican. The answer: yes.",768d_top1_cot
1596,What was from Pennsylvania?,"Michigan 5th dictrict, 1970",Michigan 5th dictrict was from Pennsylvania. Michigan 5th dictrict was from Pennsylvania. The answer: Pennsylvania.,768d_top1_cot
1597,Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?,"*Grant, Ulysses S.,  Personal Memoirs of U. S. Grant, Charles L. Webster & Company, 1885 86, ISBN 0-914427-67-9.","Grant, Ulysses S., Personal Memoirs of U. S. Grant, Charles L. Webster & Company, 1885 86, ISBN 0-914427-67-9. So, the answer is yes.",768d_top1_cot
1598,Was Grant 's favorite brand of bourbon whiskey Old Crow ?,* Grant's favorite brand of bourbon whiskey was Old Crow.,Grant's favorite brand of bourbon whiskey was Old Crow. The answer: yes.,768d_top1_cot
1599,Had he smoked only sporadically ?,"Wilsonâs mother was probably a hypochondriac and Wilson seemed to think that he was often in poorer health than he really was.  However, he did suffer from hyper-tension at a relatively early age and may have suffered his first stroke at age 39.  He cycled regularly, including several cycling vacations in the Lake District in Britain.  Unable to cycle around Washington, D.C. as President, Wilson took to playing golf, although he played with more enthusiasm than skill.  During the winter the Secret Service would paint some golf balls black so Wilson could hit them around in the snow on the White House lawn.  for details on Wilson's health see Edwin A. Weinstein, Woodrow Wilson: A Medical and Psychological Biography (Princeton 1981)","Wilson took to playing golf, although he played with more enthusiasm than skill. During the winter the Secret Service would paint some golf balls black so Wilson could hit them around in the snow on the White House lawn. The answer: no.",768d_top1_cot
1600,"Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?","A civilian at age 32, Grant struggled through seven lean years. From 1854 to 1858 he labored on a family farm near St. Louis, Missouri, using slaves owned by his father-in-law, but it did not prosper. Grant owned one slave (whom he set free in 1859); his wife owned four slaves (two women servants and their two small boys). His wife's slaves were leased in St. Louis in 1860 after Grant gave up farming. The land and cabin where Grant lived is now an animal conservation reserve, Grant's Farm, owned and operated by the Anheuser-Busch Company.  In 1858-59 he was a bill collector in St. Louis. Failing at everything, in humiliation he asked his father for a job, and in 1860 was made an assistant in the leather shop owned by his father and run by his younger brother in Galena, Illinois. Grant & Perkins sold harnesses, saddles, and other leather goods and purchased hides from farmers in the prosperous Galena area. McFeely, ch. 5.","Grant & Perkins sold harnesses , saddles , and other leather goods and purchased hides from farmers in the prosperous Galena area. The answer: no.",768d_top1_cot
1601,Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?,"*Dupont Street, the main thoroughfare in San Francisco's Chinatown, was renamed Grant Avenue in his honor. The famous dragon gate at the entrance to the district is at the corner of Grant and Bush Street.",The famous dragon gate at the entrance to the district is at the corner of Grant and Bush Street. The answer: yes.,768d_top1_cot
1602,What happened in 1865?,"* Rhea, Gordon C., The Battles for Spotsylvania Court House and the Road to Yellow Tavern May 7 12, 1864, Louisiana State University Press, 1997, ISBN 0-8071-2136-3.","Rhea, Gordon C., The Battles for Spotsylvania Court House and the Road to Yellow Tavern May 7 12, 1864, Louisiana State University Press, 1997, ISBN 0-8071-2136-3. Rhea, Gordon C., The Battles for Spotsylvania Court House and the Road to Yellow Tavern May 7 12, 1864, Louisiana State University Press, 1997, ISBN 0-8071-2136-3. The answer: The Battles for Spotsylvania Court House and the Road to Yellow Tavern.",768d_top1_cot
1603,What happened in recent years?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks.","In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks. The answer: the effects of the 1997 Asian financial crisis , the 2003 SARS outbreak , and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks.",768d_top1_cot
1604,Is Uruguay located in the northwesten part of Africa?,Map of Uruguay,Uruguay is located in the northwesten part of Africa. Uruguay is located in the northwestern part of Africa. The answer: no.,768d_top1_cot
1606,Is Uruguay's capital Montevideo?,"Montevideo, Uruguay's capital.",Montevideo is Uruguay's capital. Montevideo is Uruguay's capital. The answer: yes.,768d_top1_cot
1608,Does Uruguay have cold summers?,The climate in Uruguay is temperate: it has warm summers and cold winters. The predominantly gently undulating landscape is also somewhat vulnerable to rapid changes from weather fronts.,The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The answer: yes.,768d_top1_cot
1610,Who founded Montevideo?,"Montevideo, Uruguay's capital.",You are a helpful assistant. Montevideo was founded by Uruguay. The answer: Uruguay.,768d_top1_cot
1612,Where is Uruguay's oldest church?,"Montevideo, Uruguay's capital.",Montevideo is the capital of Uruguay. Montevideo is the oldest church in Uruguay. The answer: Montevideo.,768d_top1_cot
1614,Who heavily influenced the architecture and culture of Montevideo?,"Many of the European immigrants arrived in Uruguay in the late 1800s and have heavily influenced the architecture and culture of Montevideo and other major cities. For this reason, Montevideo and life within the city are reminiscent of parts of Europe. For example Barcelona, Thessaloniki or Tel-Aviv are said to be similar to Montevideo in different aspects  /ref>",Many of the European immigrants arrived in Uruguay in the late 1800s and have heavily influenced the architecture and culture of Montevideo and other major cities. The answer: Many of the European immigrants.,768d_top1_cot
1616,What are poor neighborhoods called informally?,"This first condition makes renting a property especially difficult for the least favoured sectors of the population. According to the INE 23, 3% of the population lives in a place neither owned nor rented. Some of them are proper built houses, but others are precarious constructions built illegally in public or private empty land just outside the cities. Thus, whole new poor neighborhoods have emerged in the last decades. They are called Asentamientos or more colloquially Cantegriles in ironic allusion to the fashionable Neighborhood of Cantegril in Punta del Este. ","Asentamientos or more colloquially Cantegriles in ironic allusion to the fashionable Neighborhood of Cantegril in Punta del Este. So, the answer is Asentamientos or more colloquially Cantegriles in ironic allusion to the fashionable Neighborhood of Cantegril in Punta del Este.",768d_top1_cot
1618,Is uruguay's landscape mountainous?,Map of Uruguay,Map of Uruguay shows uruguay as a mountainous landscape. The landscape of Uruguay is a mountainous landscape. The answer: yes.,768d_top1_cot
1620,What religion do most Uruguayans profess?,"Although the majority of Uruguayans do not actively practice a religion, they are nominally church members in the Catholic, Protestant and Jewish communities. It is widely considered the most secular nation in Latin America.","The majority of Uruguayans do not actively practice a religion, they are nominally church members in the Catholic, Protestant and Jewish communities. The answer: the Catholic , Protestant and Jewish communities.",768d_top1_cot
1622,Is Uruguay located in South America?,Map of Uruguay,Uruguay is located in South America. Uruguay is located in South America. The answer: yes.,768d_top1_cot
1624,Can citizens propose changes to the Constitution?,"On May 15, 1776 the Continental Congress, in response to escalating hostilities which had climaxed a year prior at Lexington and Concord, urged that the states begin constructing their own constitutions.",The Continental Congress urged that the states begin constructing their own constitutions. The Continental Congress urged that the states begin constructing their own constitutions. The answer: yes.,768d_top1_cot
1626,Did Uruguay host the first ever World Cup?,"The main sport in Uruguay is football. The Uruguay national football team is one of only five nations to win the FIFA World Cup on two or more occasions. In 1930, Uruguay hosted the first ever World Cup and went on to win the competition, defeating Argentina 4-2 in the final. Uruguay won the 1950 FIFA World Cup as well, famously defeating the favored hosts, Brazil, 2-1 in the final. Uruguay is by far the smallest country, population wise, to win a World Cup. Out of the World Cup winners, the nation with the second smallest population is Argentina (winners of the 1978 and 1986 editions) who currently have just over 40,000,000 people according to the latest estimate; the 2002 census has Uruguay's current population slightly under 3,400,000. The Uruguay national team has also won the Copa AmÃ©rica 14 different times, a record it shares with Argentina.","In 1930, Uruguay hosted the first ever World Cup and went on to win the competition, defeating Argentina 4-2 in the final. Uruguay won the 1950 FIFA World Cup as well, famously defeating the favored hosts, Brazil, 2-1 in the final. The answer: yes.",768d_top1_cot
1630,How many square kilometres of continental land is Uruguay?,Map of Uruguay,"Uruguay has a total area of .25 square kilometres. So, the answer is 2.5 square kilometres.",768d_top1_cot
1632,How much of the population is of white European descent?,"Approximately 88% of its population are of prevalently white European descent: Spaniards, followed closely by Italians, then French, Germans, Portuguese, British, Swiss, Russians, Poles, Bulgarians, Hungarians, Ukrainians, Lithuanians, Estonians, Latvians, Dutch, Belgians, Croatians, Greeks, Scandinavians, Irish, and Armenians. 0.8% are Mestizo, and","Approximately 88% of its population are of prevalently white European descent: Spaniards, followed closely by Italians, then French, Germans, Portuguese, British, Swiss, Russians, Poles, Bulgarians, Hungarians, Ukrainians, Lithuanians, Estonians, Latvians, Dutch, Belgians, Croatians, Greeks, Scandinavians, Irish, and Armenians. 0.8% are Mestizo, and 0.8% are Armenians. Approximately 88% of its population are of prevalently white European descent: Spaniards, followed closely by Italians, then French, Germans, Portuguese, British, Swiss, Russians, Poles, Bulgarians, Hungarians, Ukrainians, Lithuanians, Estonians, Latvians, Dutch, Belgians, Croatians, Greeks, Scandinavians, Irish, and Armenians. ",768d_top1_cot
1634,Why was the capital of Uruguay founded?,"Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold; its natural harbor soon developed into a commercial center competing with Argentina's capital, Buenos Aires. Uruguay's early 19th century history was shaped by ongoing conflicts between the British, Spanish, Portuguese, and colonial forces for dominance in the Argentina-Brazil-Uruguay region.  /ref> In 1806 and 1807, the British army attempted to seize Buenos Aires as part of their war with Spain. As a result, at the beginning of 1807, Montevideo was occupied by a 10,000-strong British force who held it until the middle of the year when they left to attack Buenos Aires.","Uruguay's early 19th century history was shaped by ongoing conflicts between the British, Spanish, Portuguese, and colonial forces for dominance in the Argentina-Brazil-Uruguay region. Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold; its natural harbor soon developed into a commercial center competing with Argentina's capital, Buenos Aires. Uruguay's early 19th century history was shaped by ongoing conflicts between the British, Spanish, Portuguese, and colonial forces for dominance in the Argentina-Brazil-Uruguay region. The answer: as a military stronghold.",768d_top1_cot
1636,How many times has Uruguay won the World Cup?,"The main sport in Uruguay is football. The Uruguay national football team is one of only five nations to win the FIFA World Cup on two or more occasions. In 1930, Uruguay hosted the first ever World Cup and went on to win the competition, defeating Argentina 4-2 in the final. Uruguay won the 1950 FIFA World Cup as well, famously defeating the favored hosts, Brazil, 2-1 in the final. Uruguay is by far the smallest country, population wise, to win a World Cup. Out of the World Cup winners, the nation with the second smallest population is Argentina (winners of the 1978 and 1986 editions) who currently have just over 40,000,000 people according to the latest estimate; the 2002 census has Uruguay's current population slightly under 3,400,000. The Uruguay national team has also won the Copa AmÃ©rica 14 different times, a record it shares with Argentina.","The Uruguay national football team is one of only five nations to win the FIFA World Cup on two or more occasions. In 1930, Uruguay hosted the first ever World Cup and went on to win the competition, defeating Argentina 4-2 in the final. Uruguay won the 1950 FIFA World Cup as well, famously defeating the favored hosts, Brazil, 2-1 in the final. Uruguay is by far the smallest country, population wise, to win a World Cup. Out of the World Cup winners, the nation with the second smallest population is Argentina (winners of the 1978 and 1986 editions) who currently have just over 40,000,000 people according to the latest estimate; the 2002 census has Uruguay's current population slightly under 3,400,000. The Uruguay national team has also won the Copa Amrica 14 different times, a record it shares with Argentina. The answer: 14.",768d_top1_cot
1638,How much is the average income of an African woman compared to a European man?,The average income of a woman in 2002 in Uruguay was 71.8% of the income of men for the same activity.  /ref> The average income of African heritage workers is 65% of that of those of European heritage.  /ref>,The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity. The average income of African heritage workers is 65% of that of those of European heritage. The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity. The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity. The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity. The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity. The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity. The average income of an African woman in 2002 in Uruguay was 71.8% of the income of men for the same activity.,768d_top1_cot
1639,Does Uruguay recognize same-sex civil unions?,"In November 2007 it became the first Latin American country and the second in the American Continent to recognize same-sex civil unions at the national level.   Uruguay Passes Civil-Union Law at  San Francisco Bay Times (December 6, 2007)",In November 2007 it became the first Latin American country and the second in the American Continent to recognize same-sex civil unions at the national level. In November 2007 it became the first Latin American country and the second in the American Continent to recognize same-sex civil unions at the national level. The answer: yes.,768d_top1_cot
1641,Does Uruguay border French Guiana?,Map of Uruguay,Uruguay borders French Guiana. Uruguay is a country. The answer: yes.,768d_top1_cot
1643,Is Uruguay's warmest month June?,The climate in Uruguay is temperate: it has warm summers and cold winters. The predominantly gently undulating landscape is also somewhat vulnerable to rapid changes from weather fronts.,The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate in Uruguay is temperate: it has warm summers and cold winters. The climate,768d_top1_cot
1645,What does a citizen use to propose changes to the Constitution?,"The Uruguayan constitution allows citizens to challenge laws approved by Parliament by use of a Referendum, or to propose changes to the Constitution by the use of a Plebiscite. During the last 15 years the method has been used several times; to confirm an amnesty to members of the military who violated human rights during the military regime (1973-1985), to stop privatization of public utilities companies (See Economy: Public Sector), to defend pensioners' incomes, and to protect water resources.",A Plebiscite is a type of plebiscite. A Plebiscite is a type of plebiscite. The answer: a Plebiscite.,768d_top1_cot
1649,What religions are found in Uruguay?,"Although the majority of Uruguayans do not actively practice a religion, they are nominally church members in the Catholic, Protestant and Jewish communities. It is widely considered the most secular nation in Latin America.","They are nominally church members in the Catholic, Protestant and Jewish communities. The answer: Catholic , Protestant , and Jewish.",768d_top1_cot
1651,What has Uruguay done to be competitive in agriculture?,"Today, agriculture contributes roughly 10% to the countryâs GDP and is still the main foreign exchange earner, putting Uruguay in line with other agricultural exporters like Brazil, Canada and New Zealand. Uruguay is a member of the Cairns Group of exporters of agricultural products. Uruguayâs agriculture has relatively low inputs of labour, technology and capital in comparison with other such countries, which results in comparatively lower yields per hectare but also opens the door for Uruguay to market its products as ""natural"" or ""ecological.""","Agriculture contributes roughly 10% to the countryâs GDP and is still the main foreign exchange earner, putting Uruguay in line with other agricultural exporters like Brazil, Canada and New Zealand. Uruguay is a member of the Cairns Group of exporters of agricultural products. Uruguayâs agriculture has relatively low inputs of labour, technology and capital in comparison with other such countries, which results in comparatively lower yields per hectare but also opens the door for Uruguay to market its products as ""natural"" or ""ecological."" So, the answer is relatively low inputs of labour , technology and capital.",768d_top1_cot
1653,What are the names of Uruguay's political parties?,"For most of Uruguay's history, the Partido Colorado and Partido Blanco have alternated in power. The Partido Blanco has its roots in the countryside and the original settlers of Spanish origin and the cattle ranchers. The Partido Colorado has its roots in the port city of Montevideo, the new immigrants of Italian origin and the backing of foreign interests. The Partido Colorado built a welfare state financed by taxing the cattle revenue and giving state pickles and free services to the new urban immigrants which became dependent of the state. The elections of 2004, however, brought the Frente Amplio, a coalition of socialists, former Tupamaros, former communists and mainly social democrats among others to power with majorities in both houses of parliament and the election of President TabarÃ© VÃ¡zquez by an absolute majority.","The relevant information to answer the above question is: For most of Uruguay's history, the Partido Colorado and Partido Blanco have alternated in power. The answer is the Partido Colorado and Partido Blanco.",768d_top1_cot
1655,Is Uruguay the smallest soverign nation in South America?,"At 176,214 square kilometres (68,036 square miles) of continental land and 142,199 square kilometres (54,903 sq mi) of jurisdictional waters and small river islands,  Instituto Nacional Estadistica  Uruguay is the second smallest sovereign nation in South America (after Suriname) and the third smallest territory (French Guiana is the smallest). The landscape features mostly rolling plains and low hill ranges (cuchillas) with a fertile coastal lowland. A dense fluvial network covers the country, consisting of four river basins or deltas; the RÃ­o de la Plata, the Uruguay River, the Laguna MerÃ­n and the RÃ­o Negro. The major internal river is the RÃ­o Negro ('black river'). Several lagoons are found along the Atlantic coast.","The relevant sentence in the passage is: At 176,214 square kilometres (68,036 square miles) of continental land and 142,199 square kilometres (54,903 sq mi) of jurisdictional waters and small river islands, Instituto Nacional Estadistica Uruguay is the second smallest sovereign nation in South America (after Suriname) and the third smallest territory (French Guiana is the smallest). The answer: yes.",768d_top1_cot
1657,What was founded by the Spanish in the early 18th century as a military stronghold?,"Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold; its natural harbor soon developed into a commercial center competing with Argentina's capital, Buenos Aires. Uruguay's early 19th century history was shaped by ongoing conflicts between the British, Spanish, Portuguese, and colonial forces for dominance in the Argentina-Brazil-Uruguay region.  /ref> In 1806 and 1807, the British army attempted to seize Buenos Aires as part of their war with Spain. As a result, at the beginning of 1807, Montevideo was occupied by a 10,000-strong British force who held it until the middle of the year when they left to attack Buenos Aires.","Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold. The answer: Montevideo.",768d_top1_cot
1658,What has many possible meanings?,"Another theory states that the word is an alteration of âpen-wingâ, with reference to the rudimentary wings of both Great Auks and penguins, but there is no evidence for this.","An alteration of âpen-wingâ refers to the rudimentary wings of both Great Auks and penguins. Another theory states that the word is an alteration of âpen-wingâ, with reference to the rudimentary wings of both Great Auks and penguins, but there is no evidence for this. The answer: an alteration of âpen-wing.",768d_top1_cot
1659,How do india and latin america relate?,;Geography and climate,"You are a helpful assistant. Latin America is a continent. So, the answer is latin america.",768d_top1_cot
1660,What did Uruguay win in 1828?,"Montevideo was founded by the Spanish in the early 18th century as a military stronghold. Uruguay won its independence in 1828 following a three-way struggle between Spain, Argentina and Brazil. It is a constitutional democracy, where the president fulfills the roles of both head of state and head of government","Uruguay won its independence in 1828 following a three-way struggle between Spain, Argentina and Brazil. The answer: independence.",768d_top1_cot
1661,Is Uruguay very common?,"Uruguay (official full name in  ; pron.  , Eastern Republic of  Uruguay) is a country located in the southeastern part of South America.  It is home to 3.3 million people, of which 1.7 million live in the capital Montevideo and its metropolitan area.","It is home to 3.3 million people, of which 1.7 million live in the capital Montevideo and its metropolitan area. The answer: yes.",768d_top1_cot
1662,Is The climate in Uruguay temperate?,The climate in Uruguay is temperate: it has warm summers and cold winters. The predominantly gently undulating landscape is also somewhat vulnerable to rapid changes from weather fronts.,The climate in Uruguay is temperate. The climate in Uruguay has warm summers and cold winters. The climate in Uruguay is temperate. The answer: yes.,768d_top1_cot
1663,Is the main sport in Uruguay football ?,"Basketball, rugby union, and tennis are other popular sports in Uruguay.","Basketball, rugby union, and tennis are popular sports in Uruguay. The answer: no.",768d_top1_cot
1664,"Is Uruguay 's oldest church in San Carlos , Maldonado ?","Uruguay's oldest church is in San Carlos, Maldonado.","Uruguay's oldest church is in San Carlos, Maldonado. The answer: yes.",768d_top1_cot
1665,Is Uruguay a member of the Cairns Group of exporters of agricultural products ?,"Today, agriculture contributes roughly 10% to the countryâs GDP and is still the main foreign exchange earner, putting Uruguay in line with other agricultural exporters like Brazil, Canada and New Zealand. Uruguay is a member of the Cairns Group of exporters of agricultural products. Uruguayâs agriculture has relatively low inputs of labour, technology and capital in comparison with other such countries, which results in comparatively lower yields per hectare but also opens the door for Uruguay to market its products as ""natural"" or ""ecological.""",Uruguay is a member of the Cairns Group of exporters of agricultural products. The answer: yes.,768d_top1_cot
1666,Is it widely considered the most secular nation in Latin America ?,"Although the majority of Uruguayans do not actively practice a religion, they are nominally church members in the Catholic, Protestant and Jewish communities. It is widely considered the most secular nation in Latin America.","The majority of Uruguayans do not actively practice a religion, they are nominally church members in the Catholic, Protestant and Jewish communities. It is widely considered the most secular nation in Latin America. The answer: yes.",768d_top1_cot
1667,"Is it the second smallest independent country in south america , larger only than suriname and the french overseas department of french guiana?","It is bordered by Brazil to the north, by Argentina across the bank of both the Uruguay River to the west and the estuary of RÃ­o de la Plata to the southwest, and the South Atlantic Ocean to the southeast. It is the second smallest independent country in South America, larger only than Suriname and the French overseas department of French Guiana.","It is the second smallest independent country in South America, larger only than Suriname and the French overseas department of French Guiana. The answer: yes.",768d_top1_cot
1668,"Is it a constitutional democracy , where the president fulfills the roles of both head of state and head of government?","Singapore is a republic with a Westminster system of unicameral parliamentary government representing different constituencies. The bulk of the executive powers rests with the Cabinet, headed by the Prime Minister. The office of President of Singapore, historically a ceremonial one, was granted some veto powers as of 1991 for a few key decisions such as the use of the national reserves and the appointment of judiciary positions. Although the position is to be elected by popular vote, only the 1993 election has been contested to date. The legislative branch of government is the Parliament.","Singapore is a republic with a Westminster system of unicameral parliamentary government representing different constituencies. The bulk of the executive powers rests with the Cabinet, headed by the Prime Minister. The office of President of Singapore, historically a ceremonial one, was granted some veto powers as of 1991 for a few key decisions such as the use of the national reserves and the appointment of judiciary positions. Although the position is to be elected by popular vote, only the 1993 election has been contested to date. The legislative branch of government is the Parliament. The answer: yes.",768d_top1_cot
1669,Was Woodrow Wilson the thirtieth President of the United States?,"Thomas Woodrow Wilson (December 28, 1856âFebruary 3, 1924), was the twenty-eighth President of the United States. A devout Presbyterian and leading ""intellectual"" of the Progressive Era, he served as president of Princeton University then became the reform governor of New Jersey in 1910. With Theodore Roosevelt and William Howard Taft dividing the Republican vote, Wilson was elected President as a Democrat in 1912. He proved highly successful in leading a Democratic Congress to pass major legislation including the Federal Trade Commission, the Clayton Antitrust Act, the Underwood Tariff, the Federal Farm Loan Act and most notably the Federal Reserve System.","The relevant sentence in the passage is: Thomas Woodrow Wilson (December 28, 1856âFebruary 3, 1924), was the twenty-eighth President of the United States. The answer is no.",768d_top1_cot
1671,Did Woodrow Wilson create the League of Nations?,"After World War I, Wilson participated in negotiations with the stated aim of assuring statehood for formerly oppressed nations and an equitable peace. On January 8, 1918, Wilson made his famous Fourteen Points address, introducing the idea of a League of Nations, an organization with a stated goal of helping to preserve territorial integrity and political independence among large and small nations alike.","Woodrow Wilson made his famous Fourteen Points address, introducing the idea of a League of Nations, an organization with a stated goal of helping to preserve territorial integrity and political independence among large and small nations alike. The answer: yes.",768d_top1_cot
1673,Did the U.S. join the League of Nations?,"Coolidge's official White House portraitWhile he was not an isolationist, Coolidge was reluctant to enter foreign alliances. Sobel, 342  Coolidge saw the landslide Republican victory of 1920 as a rejection of the Wilsonian idea that the United States should join the League of Nations. McCoy, 184â185  While not completely opposed to the idea, Coolidge believed the League, as then constituted, did not serve American interests, and he did not advocate membership in it.  He spoke in favor of the United States joining the Permanent Court of International Justice, provided that the nation would not be bound by advisory decisions. McCoy, 360  The Senate eventually approved joining the Court (with reservations) in 1926. McCoy, 363  The League of Nations accepted the reservations, but suggested some modifications of their own. Greenberg, 114â116  The Senate failed to act; the United States never joined the World Court.","Sobel, 342 Coolidge saw the landslide Republican victory of 1920 as a rejection of the Wilsonian idea that the United States should join the League of Nations. Sobel, 342 Coolidge believed the League, as then constituted, did not serve American interests, and he did not advocate membership in it. He spoke in favor of the United States joining the Permanent Court of International Justice, provided that the nation would not be bound by advisory decisions. McCoy, 360 The Senate eventually approved joining the Court (with reservations) in 1926. McCoy, 363 The League of Nations accepted the reservations, but suggested some modifications of their own. Greenberg, 114â116 The Senate failed to act; the United States never joined the World Court. The answer: no.",768d_top1_cot
1675,Where was the League of Nations created?,"After World War I, Wilson participated in negotiations with the stated aim of assuring statehood for formerly oppressed nations and an equitable peace. On January 8, 1918, Wilson made his famous Fourteen Points address, introducing the idea of a League of Nations, an organization with a stated goal of helping to preserve territorial integrity and political independence among large and small nations alike.","After World War I, Wilson participated in negotiations with the stated aim of assuring statehood for formerly oppressed nations and an equitable peace. On January 8, 1918, Wilson made his famous Fourteen Points address, introducing the idea of a League of Nations, an organization with a stated goal of helping to preserve territorial integrity and political independence among large and small nations alike. The answer: between large and small nations.",768d_top1_cot
1677,When was Woodrow Wilson born?,"Thomas Woodrow Wilson (December 28, 1856âFebruary 3, 1924), was the twenty-eighth President of the United States. A devout Presbyterian and leading ""intellectual"" of the Progressive Era, he served as president of Princeton University then became the reform governor of New Jersey in 1910. With Theodore Roosevelt and William Howard Taft dividing the Republican vote, Wilson was elected President as a Democrat in 1912. He proved highly successful in leading a Democratic Congress to pass major legislation including the Federal Trade Commission, the Clayton Antitrust Act, the Underwood Tariff, the Federal Farm Loan Act and most notably the Federal Reserve System.","The relevant sentence in the passage is: Thomas Woodrow Wilson (December 28, 1856âFebruary 3, 1924), was the twenty-eighth President of the United States. The answer: December 28 , 1856.",768d_top1_cot
1679,Who was President when Wilson finished Congressional Government?,"Wilson came of age in the decades after the American Civil War, when Congress was supreme ","Wilson came of age in the decades after the American Civil War, when Congress was supreme. Wilson came of age in the decades after the American Civil War, when Congress was supreme. The answer: President.",768d_top1_cot
